JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 96,ACCOUNTLEVEL,-3,96,38,132,137,111,17,42,6653,9551
Adoption Test - Account 97,ACCOUNTLEVEL,-3,13,24,154,69,133,8,475,7102,2468
Adoption Test - Account 98,ACCOUNTLEVEL,-3,94,24,88,50,229,57,684,2209,13200
Adoption Test - Account 99,ACCOUNTLEVEL,-3,33,25,173,122,125,56,91,8851,464
Adoption Test - Account 100,ACCOUNTLEVEL,-3,45,13,193,27,152,15,943,2398,13728
Adoption Test - Account 101,ACCOUNTLEVEL,-3,49,46,81,3,151,46,90,262,5209
Adoption Test - Account 102,ACCOUNTLEVEL,-3,48,18,125,14,136,22,868,4670,17781
Adoption Test - Account 103,ACCOUNTLEVEL,-3,93,41,90,12,178,22,722,906,7754
Adoption Test - Account 104,ACCOUNTLEVEL,-3,24,34,192,19,217,32,990,1496,3891
Adoption Test - Account 105,ACCOUNTLEVEL,-3,24,34,103,91,202,44,192,6272,12561
Adoption Test - Account 106,ACCOUNTLEVEL,-3,7,48,60,26,197,49,820,819,13191
Adoption Test - Account 107,ACCOUNTLEVEL,-3,98,21,165,117,223,54,613,6868,15355
Adoption Test - Account 108,ACCOUNTLEVEL,-3,34,49,174,8,179,36,853,1457,5531
Adoption Test - Account 109,ACCOUNTLEVEL,-3,26,12,55,147,172,35,165,2310,10377
Adoption Test - Account 110,ACCOUNTLEVEL,-3,37,27,113,110,177,13,193,7796,8607
Adoption Test - Account 111,ACCOUNTLEVEL,-3,43,13,66,109,194,15,649,7889,18459
Adoption Test - Account 112,ACCOUNTLEVEL,-3,93,17,156,117,146,28,122,3677,7583
Adoption Test - Account 113,ACCOUNTLEVEL,-3,48,36,135,54,101,56,604,4016,8925
Adoption Test - Account 114,ACCOUNTLEVEL,-3,84,25,101,46,104,18,454,3498,9861
Adoption Test - Account 115,ACCOUNTLEVEL,-3,56,29,115,145,118,21,79,2156,18799
Adoption Test - Account 116,ACCOUNTLEVEL,-3,66,12,95,32,227,34,366,813,1453
Adoption Test - Account 117,ACCOUNTLEVEL,-3,41,16,199,24,246,1,619,7548,19387
Adoption Test - Account 118,ACCOUNTLEVEL,-3,62,49,63,13,201,47,934,3693,18317
Adoption Test - Account 1,ACCOUNTLEVEL,-2,55,33,153,6,213,11,184,9043,5793
Adoption Test - Account 2,ACCOUNTLEVEL,-2,44,33,54,64,169,37,128,7893,9996
Adoption Test - Account 3,ACCOUNTLEVEL,-2,1,40,152,86,242,17,932,3532,16906
Adoption Test - Account 4,ACCOUNTLEVEL,-2,9,34,96,91,107,3,623,6314,5104
Adoption Test - Account 5,ACCOUNTLEVEL,-2,51,46,84,133,157,41,382,3505,6324
Adoption Test - Account 6,ACCOUNTLEVEL,-2,55,44,112,82,118,19,138,1317,2300
Adoption Test - Account 7,ACCOUNTLEVEL,-2,26,49,94,134,140,39,80,7175,12240
Adoption Test - Account 8,ACCOUNTLEVEL,-2,67,40,103,144,144,29,549,4886,14412
Adoption Test - Account 9,ACCOUNTLEVEL,-2,94,47,103,135,171,17,755,8865,9627
Adoption Test - Account 10,ACCOUNTLEVEL,-2,55,17,158,12,151,33,876,3372,17980
Adoption Test - Account 11,ACCOUNTLEVEL,-2,30,39,135,99,174,12,998,6655,18513
Adoption Test - Account 12,ACCOUNTLEVEL,-2,3,27,185,45,148,24,696,884,14634
Adoption Test - Account 13,ACCOUNTLEVEL,-2,39,43,184,17,239,41,192,1553,16772
Adoption Test - Account 14,ACCOUNTLEVEL,-2,79,17,118,72,166,51,95,4365,383
Adoption Test - Account 15,ACCOUNTLEVEL,-2,13,45,122,78,237,45,742,635,5347
Adoption Test - Account 16,ACCOUNTLEVEL,-2,68,45,66,128,116,31,747,6572,3016
Adoption Test - Account 17,ACCOUNTLEVEL,-2,95,48,70,60,248,15,361,9287,8552
Adoption Test - Account 18,ACCOUNTLEVEL,-2,40,25,124,18,163,12,193,5565,12133
Adoption Test - Account 19,ACCOUNTLEVEL,-2,94,12,117,147,213,32,421,6942,18318
Adoption Test - Account 20,ACCOUNTLEVEL,-2,17,37,98,133,219,11,948,5899,14849
Adoption Test - Account 21,ACCOUNTLEVEL,-2,90,37,67,116,240,47,151,4595,6015
Adoption Test - Account 22,ACCOUNTLEVEL,-2,70,10,171,0,148,14,390,4122,2428
Adoption Test - Account 23,ACCOUNTLEVEL,-2,40,48,50,61,165,12,786,2016,4650
Adoption Test - Account 24,ACCOUNTLEVEL,-2,18,50,87,98,137,26,32,2358,17063
Adoption Test - Account 25,ACCOUNTLEVEL,-2,40,17,51,95,219,20,24,5464,13578
Adoption Test - Account 26,ACCOUNTLEVEL,-2,51,24,126,140,227,26,783,4417,11551
Adoption Test - Account 27,ACCOUNTLEVEL,-2,67,12,90,103,248,16,334,5498,5725
Adoption Test - Account 28,ACCOUNTLEVEL,-2,9,20,188,78,169,38,659,4884,1134
Adoption Test - Account 29,ACCOUNTLEVEL,-2,55,39,193,123,122,37,576,2124,3679
Adoption Test - Account 30,ACCOUNTLEVEL,-2,63,36,131,25,177,51,266,1208,15781
Adoption Test - Account 31,ACCOUNTLEVEL,-2,19,40,169,97,191,15,361,4484,11109
Adoption Test - Account 32,ACCOUNTLEVEL,-2,65,18,99,84,228,23,521,2347,2045
Adoption Test - Account 33,ACCOUNTLEVEL,-2,54,13,188,22,177,6,448,7139,8517
Adoption Test - Account 34,ACCOUNTLEVEL,-2,3,30,186,30,221,60,92,5612,17133
Adoption Test - Account 35,ACCOUNTLEVEL,-2,82,42,92,146,124,51,815,7200,18949
Adoption Test - Account 36,ACCOUNTLEVEL,-2,27,17,180,94,243,26,914,7024,1938
Adoption Test - Account 37,ACCOUNTLEVEL,-2,100,18,155,146,147,13,220,5938,16627
Adoption Test - Account 38,ACCOUNTLEVEL,-2,19,23,183,37,111,56,841,244,17854
Adoption Test - Account 39,ACCOUNTLEVEL,-2,19,44,83,146,197,38,83,5967,14337
Adoption Test - Account 40,ACCOUNTLEVEL,-2,36,30,157,88,104,6,862,2975,3371
Adoption Test - Account 41,ACCOUNTLEVEL,-2,46,40,164,13,151,60,722,8407,3588
Adoption Test - Account 42,ACCOUNTLEVEL,-2,14,47,126,51,104,46,464,4055,13990
Adoption Test - Account 43,ACCOUNTLEVEL,-2,7,39,155,82,170,58,678,4095,5479
Adoption Test - Account 44,ACCOUNTLEVEL,-2,2,44,67,50,238,42,57,2158,3171
Adoption Test - Account 45,ACCOUNTLEVEL,-2,89,22,54,14,175,15,385,8241,16602
Adoption Test - Account 46,ACCOUNTLEVEL,-2,22,50,114,10,212,18,74,9196,1924
Adoption Test - Account 47,ACCOUNTLEVEL,-2,29,29,147,28,219,17,599,6957,17331
Adoption Test - Account 48,ACCOUNTLEVEL,-2,89,31,193,10,102,22,748,4903,7519
Adoption Test - Account 49,ACCOUNTLEVEL,-2,61,46,158,147,146,50,203,2175,6525
Adoption Test - Account 50,ACCOUNTLEVEL,-2,17,45,194,79,204,53,522,8409,10246
Adoption Test - Account 51,ACCOUNTLEVEL,-2,35,45,186,62,203,15,578,3926,14453
Adoption Test - Account 52,ACCOUNTLEVEL,-2,46,26,62,150,144,47,589,7908,7611
Adoption Test - Account 53,ACCOUNTLEVEL,-2,24,30,62,26,206,24,186,7739,6851
Adoption Test - Account 54,ACCOUNTLEVEL,-2,33,20,55,131,115,5,650,4637,10729
Adoption Test - Account 55,ACCOUNTLEVEL,-2,75,13,99,5,121,36,926,6932,8811
Adoption Test - Account 56,ACCOUNTLEVEL,-2,25,13,51,110,165,56,980,1871,10646
Adoption Test - Account 57,ACCOUNTLEVEL,-2,6,12,196,46,192,53,674,2104,14541
Adoption Test - Account 58,ACCOUNTLEVEL,-2,35,36,63,59,227,25,237,3540,2245
Adoption Test - Account 59,ACCOUNTLEVEL,-2,59,44,119,130,165,4,989,1346,5981
Adoption Test - Account 60,ACCOUNTLEVEL,-2,30,33,143,90,213,38,747,1987,7666
Adoption Test - Account 61,ACCOUNTLEVEL,-2,11,30,108,121,176,25,258,1420,14089
Adoption Test - Account 62,ACCOUNTLEVEL,-2,72,43,155,92,128,47,444,3570,3572
Adoption Test - Account 63,ACCOUNTLEVEL,-2,82,11,98,128,203,46,511,9860,144
Adoption Test - Account 64,ACCOUNTLEVEL,-2,36,16,88,139,109,3,263,578,15483
Adoption Test - Account 65,ACCOUNTLEVEL,-2,17,17,150,91,179,37,625,5293,17248
Adoption Test - Account 66,ACCOUNTLEVEL,-2,85,29,123,128,184,34,909,9780,802
Adoption Test - Account 67,ACCOUNTLEVEL,-2,11,13,161,125,216,20,303,6983,1427
Adoption Test - Account 68,ACCOUNTLEVEL,-2,62,18,193,64,180,58,154,491,308
Adoption Test - Account 69,ACCOUNTLEVEL,-2,84,46,73,14,187,52,630,2135,16453
Adoption Test - Account 70,ACCOUNTLEVEL,-2,18,21,176,105,111,58,169,6887,16026
Adoption Test - Account 71,ACCOUNTLEVEL,-2,44,24,51,32,208,10,773,13,8082
Adoption Test - Account 72,ACCOUNTLEVEL,-2,93,17,91,114,180,52,807,4548,7934
Adoption Test - Account 73,ACCOUNTLEVEL,-2,48,12,147,131,226,56,963,9083,19057
Adoption Test - Account 74,ACCOUNTLEVEL,-2,62,16,161,131,175,48,292,5110,13856
Adoption Test - Account 75,ACCOUNTLEVEL,-2,25,28,138,94,215,19,597,182,13316
Adoption Test - Account 76,ACCOUNTLEVEL,-2,33,43,167,80,122,50,515,8257,17592
Adoption Test - Account 77,ACCOUNTLEVEL,-2,100,31,148,67,230,51,185,950,2979
Adoption Test - Account 78,ACCOUNTLEVEL,-2,51,38,159,24,189,41,285,5140,17461
Adoption Test - Account 79,ACCOUNTLEVEL,-2,45,41,185,99,193,30,922,5054,19493
Adoption Test - Account 80,ACCOUNTLEVEL,-2,32,19,51,47,191,28,970,6657,4194
Adoption Test - Account 81,ACCOUNTLEVEL,-2,11,20,118,85,220,40,505,1425,17288
Adoption Test - Account 82,ACCOUNTLEVEL,-2,47,12,50,59,177,2,642,2327,19481
Adoption Test - Account 83,ACCOUNTLEVEL,-2,50,43,84,38,224,20,235,9124,10528
Adoption Test - Account 84,ACCOUNTLEVEL,-2,72,46,56,112,167,38,569,1382,1247
Adoption Test - Account 85,ACCOUNTLEVEL,-2,35,25,117,7,118,55,244,882,2712
Adoption Test - Account 86,ACCOUNTLEVEL,-2,21,49,106,54,249,12,579,1059,8015
Adoption Test - Account 87,ACCOUNTLEVEL,-2,19,34,141,48,137,35,403,8359,13764
Adoption Test - Account 88,ACCOUNTLEVEL,-2,53,32,181,32,183,48,554,2438,7711
Adoption Test - Account 89,ACCOUNTLEVEL,-2,94,19,67,74,139,52,361,9280,18640
Adoption Test - Account 90,ACCOUNTLEVEL,-2,46,43,157,16,150,59,809,9655,16039
Adoption Test - Account 91,ACCOUNTLEVEL,-2,46,28,106,91,207,14,493,5461,19757
Adoption Test - Account 92,ACCOUNTLEVEL,-2,9,16,79,76,192,17,299,9752,7664
Adoption Test - Account 93,ACCOUNTLEVEL,-2,86,44,100,22,234,24,709,9891,1159
Adoption Test - Account 94,ACCOUNTLEVEL,-2,3,35,132,94,128,55,659,9149,9694
Adoption Test - Account 95,ACCOUNTLEVEL,-2,18,30,150,104,221,11,866,1001,4385
Adoption Test - Account 96,ACCOUNTLEVEL,-2,76,49,80,100,240,59,308,5864,15723
Adoption Test - Account 97,ACCOUNTLEVEL,-2,61,47,93,48,121,16,61,2787,19423
Adoption Test - Account 98,ACCOUNTLEVEL,-2,7,11,69,82,109,18,944,5812,1367
Adoption Test - Account 99,ACCOUNTLEVEL,-2,90,48,186,19,208,7,359,1955,6342
Adoption Test - Account 100,ACCOUNTLEVEL,-2,30,41,119,9,122,36,140,2792,5506
Adoption Test - Account 101,ACCOUNTLEVEL,-2,23,30,178,93,105,17,830,9287,13511
Adoption Test - Account 102,ACCOUNTLEVEL,-2,43,47,144,93,223,2,937,8881,4296
Adoption Test - Account 103,ACCOUNTLEVEL,-2,20,24,87,129,149,38,161,668,6751
Adoption Test - Account 104,ACCOUNTLEVEL,-2,12,17,126,118,182,50,466,6487,18934
Adoption Test - Account 105,ACCOUNTLEVEL,-2,90,40,73,38,208,59,867,7060,12566
Adoption Test - Account 106,ACCOUNTLEVEL,-2,80,18,182,20,140,40,625,3195,4873
Adoption Test - Account 107,ACCOUNTLEVEL,-2,57,25,139,5,161,56,74,732,18476
Adoption Test - Account 108,ACCOUNTLEVEL,-2,44,26,87,108,130,37,989,9984,6218
Adoption Test - Account 109,ACCOUNTLEVEL,-2,100,31,127,122,129,15,439,5232,744
Adoption Test - Account 110,ACCOUNTLEVEL,-2,13,25,88,96,156,40,204,8790,5686
Adoption Test - Account 111,ACCOUNTLEVEL,-2,5,21,63,147,184,7,573,6216,3825
Adoption Test - Account 112,ACCOUNTLEVEL,-2,72,27,181,77,106,27,768,4144,16465
Adoption Test - Account 113,ACCOUNTLEVEL,-2,90,39,90,43,184,10,876,6184,18690
Adoption Test - Account 114,ACCOUNTLEVEL,-2,2,20,145,50,216,59,272,5064,18910
Adoption Test - Account 115,ACCOUNTLEVEL,-2,35,48,195,90,140,19,241,8683,14786
Adoption Test - Account 116,ACCOUNTLEVEL,-2,32,22,110,149,192,41,7,9917,7162
Adoption Test - Account 117,ACCOUNTLEVEL,-2,48,14,148,118,127,29,474,2258,10530
Adoption Test - Account 118,ACCOUNTLEVEL,-2,35,50,162,29,123,53,24,7328,11266
Adoption Test - Account 1,ACCOUNTLEVEL,-1,80,21,85,5,170,53,382,8298,12196
Adoption Test - Account 2,ACCOUNTLEVEL,-1,85,39,72,56,106,46,525,5063,7356
Adoption Test - Account 3,ACCOUNTLEVEL,-1,85,38,67,148,109,36,463,7501,9311
Adoption Test - Account 4,ACCOUNTLEVEL,-1,61,31,158,10,194,47,339,2706,16331
Adoption Test - Account 5,ACCOUNTLEVEL,-1,35,29,104,132,160,12,954,9076,10435
Adoption Test - Account 6,ACCOUNTLEVEL,-1,10,22,138,36,131,46,600,750,7724
Adoption Test - Account 7,ACCOUNTLEVEL,-1,76,24,71,95,239,3,133,5736,15335
Adoption Test - Account 8,ACCOUNTLEVEL,-1,30,37,58,50,112,24,852,5618,14055
Adoption Test - Account 9,ACCOUNTLEVEL,-1,3,45,135,79,162,59,341,495,8344
Adoption Test - Account 10,ACCOUNTLEVEL,-1,81,30,65,96,173,6,899,2517,14330
Adoption Test - Account 11,ACCOUNTLEVEL,-1,51,41,129,146,149,60,56,7956,15720
Adoption Test - Account 12,ACCOUNTLEVEL,-1,75,26,164,112,186,34,291,3730,6889
Adoption Test - Account 13,ACCOUNTLEVEL,-1,73,30,101,92,107,27,468,4755,17553
Adoption Test - Account 14,ACCOUNTLEVEL,-1,57,42,83,26,184,58,953,7742,18796
Adoption Test - Account 15,ACCOUNTLEVEL,-1,38,47,145,125,200,46,846,2846,10999
Adoption Test - Account 16,ACCOUNTLEVEL,-1,28,50,50,12,156,31,191,310,7669
Adoption Test - Account 17,ACCOUNTLEVEL,-1,100,48,132,107,173,51,212,2247,9667
Adoption Test - Account 18,ACCOUNTLEVEL,-1,77,49,127,31,124,5,608,4475,3001
Adoption Test - Account 19,ACCOUNTLEVEL,-1,33,24,132,91,192,44,94,2031,2751
Adoption Test - Account 20,ACCOUNTLEVEL,-1,31,34,65,134,101,24,252,5468,5483
Adoption Test - Account 21,ACCOUNTLEVEL,-1,30,14,64,40,242,14,749,6857,7884
Adoption Test - Account 22,ACCOUNTLEVEL,-1,97,23,126,74,104,50,642,3990,17801
Adoption Test - Account 23,ACCOUNTLEVEL,-1,46,33,103,19,149,33,236,9426,2055
Adoption Test - Account 24,ACCOUNTLEVEL,-1,3,28,134,140,126,50,464,485,7086
Adoption Test - Account 25,ACCOUNTLEVEL,-1,100,48,181,91,176,1,56,2152,2045
Adoption Test - Account 26,ACCOUNTLEVEL,-1,30,13,140,33,236,40,492,9277,8077
Adoption Test - Account 27,ACCOUNTLEVEL,-1,91,22,110,32,205,49,107,9719,18359
Adoption Test - Account 28,ACCOUNTLEVEL,-1,71,33,148,26,145,17,559,8260,19761
Adoption Test - Account 29,ACCOUNTLEVEL,-1,9,13,149,128,234,58,763,3867,4502
Adoption Test - Account 30,ACCOUNTLEVEL,-1,37,26,153,61,201,31,284,2060,14326
Adoption Test - Account 31,ACCOUNTLEVEL,-1,93,36,161,36,220,39,831,6648,6741
Adoption Test - Account 32,ACCOUNTLEVEL,-1,86,39,174,98,207,49,68,8362,5991
Adoption Test - Account 33,ACCOUNTLEVEL,-1,52,29,199,22,141,15,278,2753,10967
Adoption Test - Account 34,ACCOUNTLEVEL,-1,1,11,57,88,108,31,716,7595,2455
Adoption Test - Account 35,ACCOUNTLEVEL,-1,0,34,133,121,138,59,442,8621,6934
Adoption Test - Account 36,ACCOUNTLEVEL,-1,72,31,178,63,123,46,718,7210,5012
Adoption Test - Account 37,ACCOUNTLEVEL,-1,49,21,167,11,207,22,109,2663,19260
Adoption Test - Account 38,ACCOUNTLEVEL,-1,37,34,72,39,162,41,699,4667,10320
Adoption Test - Account 39,ACCOUNTLEVEL,-1,80,42,122,132,236,49,220,8618,16668
Adoption Test - Account 40,ACCOUNTLEVEL,-1,46,27,85,6,221,36,522,1408,10272
Adoption Test - Account 41,ACCOUNTLEVEL,-1,15,22,154,65,203,37,198,7433,5445
Adoption Test - Account 42,ACCOUNTLEVEL,-1,41,35,98,27,129,50,14,8888,9119
Adoption Test - Account 43,ACCOUNTLEVEL,-1,41,33,118,40,159,37,573,4138,900
Adoption Test - Account 44,ACCOUNTLEVEL,-1,66,44,186,17,162,15,569,8168,14385
Adoption Test - Account 45,ACCOUNTLEVEL,-1,66,19,191,148,163,37,154,5833,2179
Adoption Test - Account 46,ACCOUNTLEVEL,-1,71,48,166,32,127,25,942,5522,8336
Adoption Test - Account 47,ACCOUNTLEVEL,-1,52,30,143,21,185,58,932,3418,8367
Adoption Test - Account 48,ACCOUNTLEVEL,-1,89,48,51,10,134,38,137,3780,3959
Adoption Test - Account 49,ACCOUNTLEVEL,-1,94,45,192,124,131,33,835,2074,7433
Adoption Test - Account 50,ACCOUNTLEVEL,-1,66,29,135,58,120,49,770,3906,18637
Adoption Test - Account 51,ACCOUNTLEVEL,-1,2,35,53,44,198,25,176,8050,9418
Adoption Test - Account 52,ACCOUNTLEVEL,-1,76,24,178,80,164,2,849,9592,1020
Adoption Test - Account 53,ACCOUNTLEVEL,-1,33,19,75,94,170,47,222,2026,8029
Adoption Test - Account 54,ACCOUNTLEVEL,-1,71,11,59,86,173,45,702,9079,13586
Adoption Test - Account 55,ACCOUNTLEVEL,-1,3,25,175,13,187,6,658,7081,9594
Adoption Test - Account 56,ACCOUNTLEVEL,-1,37,10,147,8,147,59,14,4532,8610
Adoption Test - Account 57,ACCOUNTLEVEL,-1,28,40,191,16,219,9,362,9173,14219
Adoption Test - Account 58,ACCOUNTLEVEL,-1,99,10,195,35,197,7,613,7271,14511
Adoption Test - Account 59,ACCOUNTLEVEL,-1,65,37,191,98,136,46,49,2585,6247
Adoption Test - Account 60,ACCOUNTLEVEL,-1,97,16,147,127,102,51,82,5030,15687
Adoption Test - Account 61,ACCOUNTLEVEL,-1,5,43,120,61,156,29,405,5066,2735
Adoption Test - Account 62,ACCOUNTLEVEL,-1,73,19,53,79,152,58,953,4382,1849
Adoption Test - Account 63,ACCOUNTLEVEL,-1,8,39,146,125,148,9,653,7466,1490
Adoption Test - Account 64,ACCOUNTLEVEL,-1,56,38,199,147,124,22,680,4017,18149
Adoption Test - Account 65,ACCOUNTLEVEL,-1,30,12,162,115,211,17,231,3495,10970
Adoption Test - Account 66,ACCOUNTLEVEL,-1,52,45,127,5,155,34,131,1560,10565
Adoption Test - Account 67,ACCOUNTLEVEL,-1,100,30,183,7,165,54,440,8873,17909
Adoption Test - Account 68,ACCOUNTLEVEL,-1,62,37,177,31,104,50,190,9272,9336
Adoption Test - Account 69,ACCOUNTLEVEL,-1,2,31,150,27,151,53,480,3377,19556
Adoption Test - Account 70,ACCOUNTLEVEL,-1,97,12,142,32,244,23,367,1702,1488
Adoption Test - Account 71,ACCOUNTLEVEL,-1,57,48,84,58,237,37,848,1650,10222
Adoption Test - Account 72,ACCOUNTLEVEL,-1,0,41,125,148,185,21,811,4885,14535
Adoption Test - Account 73,ACCOUNTLEVEL,-1,78,43,154,45,235,39,70,7409,12676
Adoption Test - Account 74,ACCOUNTLEVEL,-1,89,32,198,93,221,39,85,6086,3241
Adoption Test - Account 75,ACCOUNTLEVEL,-1,67,39,147,37,168,60,292,7076,5094
Adoption Test - Account 76,ACCOUNTLEVEL,-1,68,48,129,88,196,26,547,8982,5148
Adoption Test - Account 77,ACCOUNTLEVEL,-1,25,48,62,104,218,44,587,8312,13080
Adoption Test - Account 78,ACCOUNTLEVEL,-1,28,30,80,37,139,9,847,2211,3444
Adoption Test - Account 79,ACCOUNTLEVEL,-1,47,33,114,94,196,38,856,506,12542
Adoption Test - Account 80,ACCOUNTLEVEL,-1,63,47,176,115,202,51,314,3404,9243
Adoption Test - Account 81,ACCOUNTLEVEL,-1,20,43,111,148,117,43,994,4935,1617
Adoption Test - Account 82,ACCOUNTLEVEL,-1,43,16,171,101,243,19,226,4603,17511
Adoption Test - Account 83,ACCOUNTLEVEL,-1,27,32,87,112,124,10,447,4425,12335
Adoption Test - Account 84,ACCOUNTLEVEL,-1,21,18,164,37,161,38,793,4476,2499
Adoption Test - Account 85,ACCOUNTLEVEL,-1,27,41,105,126,214,27,28,2124,3580
Adoption Test - Account 86,ACCOUNTLEVEL,-1,12,26,140,125,137,47,383,4505,10862
Adoption Test - Account 87,ACCOUNTLEVEL,-1,85,31,192,89,138,21,542,1421,9676
Adoption Test - Account 88,ACCOUNTLEVEL,-1,63,32,185,68,106,2,985,356,12111
Adoption Test - Account 89,ACCOUNTLEVEL,-1,26,39,56,31,202,43,691,3729,9964
Adoption Test - Account 90,ACCOUNTLEVEL,-1,91,20,179,139,144,57,594,7633,8746
Adoption Test - Account 91,ACCOUNTLEVEL,-1,28,48,197,147,136,58,216,3871,13539
Adoption Test - Account 92,ACCOUNTLEVEL,-1,49,19,193,76,101,10,419,919,8145
Adoption Test - Account 93,ACCOUNTLEVEL,-1,32,27,100,147,230,35,936,9931,6389
Adoption Test - Account 94,ACCOUNTLEVEL,-1,65,35,62,2,220,41,984,868,8498
Adoption Test - Account 95,ACCOUNTLEVEL,-1,88,25,94,99,157,33,730,7786,6301
Adoption Test - Account 96,ACCOUNTLEVEL,-1,73,46,107,129,244,58,140,9348,2277
Adoption Test - Account 97,ACCOUNTLEVEL,-1,52,39,55,82,111,47,97,8563,14689
Adoption Test - Account 98,ACCOUNTLEVEL,-1,67,29,112,145,150,15,120,9249,15604
Adoption Test - Account 99,ACCOUNTLEVEL,-1,16,45,50,93,226,56,203,447,1545
Adoption Test - Account 100,ACCOUNTLEVEL,-1,59,21,154,42,247,37,945,200,10189
Adoption Test - Account 101,ACCOUNTLEVEL,-1,13,12,62,16,102,39,288,4687,11231
Adoption Test - Account 102,ACCOUNTLEVEL,-1,25,40,78,129,208,35,632,8997,8513
Adoption Test - Account 103,ACCOUNTLEVEL,-1,58,50,160,6,139,21,72,8818,12714
Adoption Test - Account 104,ACCOUNTLEVEL,-1,2,24,157,12,162,53,813,7225,14814
Adoption Test - Account 105,ACCOUNTLEVEL,-1,94,10,146,68,227,5,960,1477,11496
Adoption Test - Account 106,ACCOUNTLEVEL,-1,64,34,179,98,171,9,438,3718,15502
Adoption Test - Account 107,ACCOUNTLEVEL,-1,38,33,71,124,211,22,41,1404,3204
Adoption Test - Account 108,ACCOUNTLEVEL,-1,95,30,120,143,243,54,606,2131,19014
Adoption Test - Account 109,ACCOUNTLEVEL,-1,80,40,115,54,130,18,496,1345,13704
Adoption Test - Account 110,ACCOUNTLEVEL,-1,89,23,118,55,111,60,207,6661,13682
Adoption Test - Account 111,ACCOUNTLEVEL,-1,58,50,196,53,158,28,595,2595,4175
Adoption Test - Account 112,ACCOUNTLEVEL,-1,100,49,61,100,174,32,272,4444,18135
Adoption Test - Account 113,ACCOUNTLEVEL,-1,94,21,68,147,230,1,513,1486,9658
Adoption Test - Account 114,ACCOUNTLEVEL,-1,19,31,184,92,129,30,530,9846,7319
Adoption Test - Account 115,ACCOUNTLEVEL,-1,81,43,87,55,112,20,547,547,6339
Adoption Test - Account 116,ACCOUNTLEVEL,-1,28,33,78,149,110,24,733,3204,3006
Adoption Test - Account 117,ACCOUNTLEVEL,-1,61,33,63,107,208,54,983,7608,2798
Adoption Test - Account 118,ACCOUNTLEVEL,-1,52,40,74,119,142,28,468,9026,16745
Adoption Test - Account 1,ACCOUNTLEVEL,0,86,37,88,132,112,35,348,6059,9024
Adoption Test - Account 2,ACCOUNTLEVEL,0,83,15,130,58,161,29,313,9963,17098
Adoption Test - Account 3,ACCOUNTLEVEL,0,48,47,61,102,236,28,979,1249,629
Adoption Test - Account 4,ACCOUNTLEVEL,0,92,26,101,104,100,29,568,936,16610
Adoption Test - Account 5,ACCOUNTLEVEL,0,25,44,122,133,222,18,232,6399,16604
Adoption Test - Account 6,ACCOUNTLEVEL,0,89,19,63,124,224,43,471,2548,5804
Adoption Test - Account 7,ACCOUNTLEVEL,0,2,36,90,108,223,54,572,9354,5239
Adoption Test - Account 8,ACCOUNTLEVEL,0,3,44,176,12,137,17,497,7335,1435
Adoption Test - Account 9,ACCOUNTLEVEL,0,26,18,81,21,182,3,121,3034,14769
Adoption Test - Account 10,ACCOUNTLEVEL,0,52,12,75,85,201,6,386,6346,17402
Adoption Test - Account 11,ACCOUNTLEVEL,0,93,18,168,64,136,19,913,9528,2459
Adoption Test - Account 12,ACCOUNTLEVEL,0,14,46,91,41,230,21,397,4678,11878
Adoption Test - Account 13,ACCOUNTLEVEL,0,36,25,142,126,149,36,921,8212,2849
Adoption Test - Account 14,ACCOUNTLEVEL,0,76,13,178,11,236,27,251,4344,14064
Adoption Test - Account 15,ACCOUNTLEVEL,0,78,25,176,134,218,36,820,7293,2429
Adoption Test - Account 16,ACCOUNTLEVEL,0,64,30,88,89,204,33,47,6055,5071
Adoption Test - Account 17,ACCOUNTLEVEL,0,24,40,111,111,132,8,999,6941,2347
Adoption Test - Account 18,ACCOUNTLEVEL,0,61,22,125,39,149,54,278,5362,19946
Adoption Test - Account 19,ACCOUNTLEVEL,0,66,38,121,76,148,54,740,4613,14188
Adoption Test - Account 20,ACCOUNTLEVEL,0,74,34,79,150,190,7,681,4080,11258
Adoption Test - Account 21,ACCOUNTLEVEL,0,99,46,90,59,158,17,483,5988,18222
Adoption Test - Account 22,ACCOUNTLEVEL,0,78,39,66,125,223,14,887,4182,12144
Adoption Test - Account 23,ACCOUNTLEVEL,0,69,42,120,54,151,57,19,6353,2923
Adoption Test - Account 24,ACCOUNTLEVEL,0,57,50,152,38,108,16,213,1556,12798
Adoption Test - Account 25,ACCOUNTLEVEL,0,2,37,75,105,114,22,471,6865,14750
Adoption Test - Account 26,ACCOUNTLEVEL,0,15,35,101,121,167,49,502,788,11002
Adoption Test - Account 27,ACCOUNTLEVEL,0,11,16,90,91,101,27,551,2111,17799
Adoption Test - Account 28,ACCOUNTLEVEL,0,46,22,105,9,130,6,887,735,14576
Adoption Test - Account 29,ACCOUNTLEVEL,0,53,20,130,81,239,17,878,713,17723
Adoption Test - Account 30,ACCOUNTLEVEL,0,57,38,157,84,148,48,903,8674,4941
Adoption Test - Account 31,ACCOUNTLEVEL,0,82,33,131,7,219,48,120,8989,323
