Account,Name,Date,User,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-13,SPIN MASTER MEXICO SA DE CV - User 8,5920,5635,4255,4339
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-13,SPIN MASTER MEXICO SA DE CV - User 9,2605,2260,2988,3705
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-13,SPIN MASTER MEXICO SA DE CV - User 10,2126,1660,559,4715
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-14,SPIN MASTER MEXICO SA DE CV - User 1,553,104,1739,4109
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-14,SPIN MASTER MEXICO SA DE CV - User 2,1146,5873,2222,4404
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-14,SPIN MASTER MEXICO SA DE CV - User 3,4643,2669,4813,939
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-14,SPIN MASTER MEXICO SA DE CV - User 4,3688,149,3011,4499
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-14,SPIN MASTER MEXICO SA DE CV - User 5,3477,957,1676,2217
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-14,SPIN MASTER MEXICO SA DE CV - User 6,5170,908,5151,2100
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-14,SPIN MASTER MEXICO SA DE CV - User 7,2504,2142,3787,1382
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-14,SPIN MASTER MEXICO SA DE CV - User 8,756,739,856,5933
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-14,SPIN MASTER MEXICO SA DE CV - User 9,1230,2689,4541,3143
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-14,SPIN MASTER MEXICO SA DE CV - User 10,2178,5886,4238,936
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-15,SPIN MASTER MEXICO SA DE CV - User 1,5504,4734,4459,3988
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-15,SPIN MASTER MEXICO SA DE CV - User 2,144,1802,5950,3176
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-15,SPIN MASTER MEXICO SA DE CV - User 3,2591,1624,2679,5928
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-15,SPIN MASTER MEXICO SA DE CV - User 4,2723,1973,5253,1869
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-15,SPIN MASTER MEXICO SA DE CV - User 5,5229,329,1742,5376
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-15,SPIN MASTER MEXICO SA DE CV - User 6,3924,5322,713,422
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-15,SPIN MASTER MEXICO SA DE CV - User 7,5640,3534,1510,4923
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-15,SPIN MASTER MEXICO SA DE CV - User 8,4688,670,3739,7
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-15,SPIN MASTER MEXICO SA DE CV - User 9,3540,1822,2850,886
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-15,SPIN MASTER MEXICO SA DE CV - User 10,2605,47,3626,5837
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-16,SPIN MASTER MEXICO SA DE CV - User 1,3421,2331,3730,621
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-16,SPIN MASTER MEXICO SA DE CV - User 2,3869,799,686,4489
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-16,SPIN MASTER MEXICO SA DE CV - User 3,563,4577,510,5868
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-16,SPIN MASTER MEXICO SA DE CV - User 4,140,1460,5635,1518
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-16,SPIN MASTER MEXICO SA DE CV - User 5,5788,3417,3198,2849
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-16,SPIN MASTER MEXICO SA DE CV - User 6,1624,1805,562,4076
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-16,SPIN MASTER MEXICO SA DE CV - User 7,4108,1687,4958,4626
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-16,SPIN MASTER MEXICO SA DE CV - User 8,4517,5019,405,155
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-16,SPIN MASTER MEXICO SA DE CV - User 9,1511,3234,3982,5368
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-16,SPIN MASTER MEXICO SA DE CV - User 10,3873,1714,4541,5328
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-17,SPIN MASTER MEXICO SA DE CV - User 1,3038,3898,3914,5283
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-17,SPIN MASTER MEXICO SA DE CV - User 2,1778,4143,2634,3116
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-17,SPIN MASTER MEXICO SA DE CV - User 3,1407,1336,4057,3846
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-17,SPIN MASTER MEXICO SA DE CV - User 4,1556,5244,5016,3185
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-17,SPIN MASTER MEXICO SA DE CV - User 5,812,4736,5868,5246
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-17,SPIN MASTER MEXICO SA DE CV - User 6,1219,2012,1411,2961
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-17,SPIN MASTER MEXICO SA DE CV - User 7,5196,5902,1716,125
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-17,SPIN MASTER MEXICO SA DE CV - User 8,1618,5748,3667,5610
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-17,SPIN MASTER MEXICO SA DE CV - User 9,1898,3205,4373,523
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-17,SPIN MASTER MEXICO SA DE CV - User 10,2689,830,3494,5341
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-18,SPIN MASTER MEXICO SA DE CV - User 1,595,5460,2062,230
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-18,SPIN MASTER MEXICO SA DE CV - User 2,5074,1185,1915,1134
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-18,SPIN MASTER MEXICO SA DE CV - User 3,5070,487,1662,3468
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-18,SPIN MASTER MEXICO SA DE CV - User 4,513,1657,2355,1343
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-18,SPIN MASTER MEXICO SA DE CV - User 5,1648,1791,297,5821
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-18,SPIN MASTER MEXICO SA DE CV - User 6,1106,3748,179,2705
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-18,SPIN MASTER MEXICO SA DE CV - User 7,3552,820,2661,4004
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-18,SPIN MASTER MEXICO SA DE CV - User 8,3437,3515,3641,3882
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-18,SPIN MASTER MEXICO SA DE CV - User 9,1976,5384,4548,385
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-18,SPIN MASTER MEXICO SA DE CV - User 10,1333,1792,1547,854
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-19,SPIN MASTER MEXICO SA DE CV - User 1,5169,4251,1150,1056
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-19,SPIN MASTER MEXICO SA DE CV - User 2,1414,1055,1515,804
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-19,SPIN MASTER MEXICO SA DE CV - User 3,1926,2873,5703,4319
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-19,SPIN MASTER MEXICO SA DE CV - User 4,5776,4013,4783,366
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-19,SPIN MASTER MEXICO SA DE CV - User 5,3308,4588,5928,3747
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-19,SPIN MASTER MEXICO SA DE CV - User 6,4879,5355,142,2658
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-19,SPIN MASTER MEXICO SA DE CV - User 7,2590,3168,3029,274
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-19,SPIN MASTER MEXICO SA DE CV - User 8,637,3322,2631,1318
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-19,SPIN MASTER MEXICO SA DE CV - User 9,872,4522,5118,5594
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-19,SPIN MASTER MEXICO SA DE CV - User 10,5852,3820,2642,509
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-20,SPIN MASTER MEXICO SA DE CV - User 1,1210,254,2840,4499
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-20,SPIN MASTER MEXICO SA DE CV - User 2,3429,4575,2,4154
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-20,SPIN MASTER MEXICO SA DE CV - User 3,1765,1904,2892,3055
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-20,SPIN MASTER MEXICO SA DE CV - User 4,3705,993,5182,2931
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-20,SPIN MASTER MEXICO SA DE CV - User 5,1958,2614,4920,2204
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-20,SPIN MASTER MEXICO SA DE CV - User 6,5922,4771,577,633
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-20,SPIN MASTER MEXICO SA DE CV - User 7,925,1541,4740,2802
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-20,SPIN MASTER MEXICO SA DE CV - User 8,1269,5262,4995,508
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-20,SPIN MASTER MEXICO SA DE CV - User 9,595,3854,711,4016
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-20,SPIN MASTER MEXICO SA DE CV - User 10,1260,1704,1777,5566
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-21,SPIN MASTER MEXICO SA DE CV - User 1,2024,1348,1988,558
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-21,SPIN MASTER MEXICO SA DE CV - User 2,4689,4916,5074,585
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-21,SPIN MASTER MEXICO SA DE CV - User 3,2824,3221,5697,1919
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-21,SPIN MASTER MEXICO SA DE CV - User 4,5841,5599,5990,2204
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-21,SPIN MASTER MEXICO SA DE CV - User 5,3267,3335,4537,102
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-21,SPIN MASTER MEXICO SA DE CV - User 6,5358,1420,5854,5408
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-21,SPIN MASTER MEXICO SA DE CV - User 7,721,3549,3366,3963
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-21,SPIN MASTER MEXICO SA DE CV - User 8,2808,5794,4680,3117
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-21,SPIN MASTER MEXICO SA DE CV - User 9,2707,2575,1359,3906
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-21,SPIN MASTER MEXICO SA DE CV - User 10,1743,4095,4697,3889
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-22,SPIN MASTER MEXICO SA DE CV - User 1,3044,3241,707,5410
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-22,SPIN MASTER MEXICO SA DE CV - User 2,2118,5152,1701,4846
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-22,SPIN MASTER MEXICO SA DE CV - User 3,1719,5950,3696,3153
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-22,SPIN MASTER MEXICO SA DE CV - User 4,1296,1882,619,3287
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-22,SPIN MASTER MEXICO SA DE CV - User 5,1143,615,4460,5984
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-22,SPIN MASTER MEXICO SA DE CV - User 6,3769,1938,2266,121
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-22,SPIN MASTER MEXICO SA DE CV - User 7,2989,1741,2818,4036
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-22,SPIN MASTER MEXICO SA DE CV - User 8,4396,307,4172,418
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-22,SPIN MASTER MEXICO SA DE CV - User 9,1572,5238,1963,5881
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-22,SPIN MASTER MEXICO SA DE CV - User 10,5948,3054,5144,4708
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-23,SPIN MASTER MEXICO SA DE CV - User 1,2518,657,3141,1199
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-23,SPIN MASTER MEXICO SA DE CV - User 2,3907,348,3334,2007
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-23,SPIN MASTER MEXICO SA DE CV - User 3,919,3329,5693,3503
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-23,SPIN MASTER MEXICO SA DE CV - User 4,973,4740,5787,1699
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-23,SPIN MASTER MEXICO SA DE CV - User 5,4631,5673,135,2990
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-23,SPIN MASTER MEXICO SA DE CV - User 6,2301,1785,852,5177
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-23,SPIN MASTER MEXICO SA DE CV - User 7,3479,4527,1863,412
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-23,SPIN MASTER MEXICO SA DE CV - User 8,2590,3882,2000,2870
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-23,SPIN MASTER MEXICO SA DE CV - User 9,2539,1978,4503,2915
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-23,SPIN MASTER MEXICO SA DE CV - User 10,4564,2258,4168,786
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-24,SPIN MASTER MEXICO SA DE CV - User 1,4995,5092,4240,2739
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-24,SPIN MASTER MEXICO SA DE CV - User 2,852,2012,5869,5792
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-24,SPIN MASTER MEXICO SA DE CV - User 3,4949,1397,2284,2416
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-24,SPIN MASTER MEXICO SA DE CV - User 4,732,1943,3820,1225
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-24,SPIN MASTER MEXICO SA DE CV - User 5,5471,5053,3355,2183
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-24,SPIN MASTER MEXICO SA DE CV - User 6,1117,1090,3075,745
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-24,SPIN MASTER MEXICO SA DE CV - User 7,961,1471,2298,5209
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-24,SPIN MASTER MEXICO SA DE CV - User 8,3520,5486,2938,4971
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-24,SPIN MASTER MEXICO SA DE CV - User 9,1401,1155,3540,4218
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-24,SPIN MASTER MEXICO SA DE CV - User 10,5466,3436,2095,1881
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-25,SPIN MASTER MEXICO SA DE CV - User 1,3840,2057,5279,3196
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-25,SPIN MASTER MEXICO SA DE CV - User 2,787,1025,1682,1943
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-25,SPIN MASTER MEXICO SA DE CV - User 3,5220,18,512,3855
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-25,SPIN MASTER MEXICO SA DE CV - User 4,1249,5324,33,3824
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-25,SPIN MASTER MEXICO SA DE CV - User 5,3737,2021,121,2342
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-25,SPIN MASTER MEXICO SA DE CV - User 6,1826,3787,4295,2616
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-25,SPIN MASTER MEXICO SA DE CV - User 7,1932,4000,1984,1503
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-25,SPIN MASTER MEXICO SA DE CV - User 8,1239,1825,3307,542
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-25,SPIN MASTER MEXICO SA DE CV - User 9,2747,4264,5734,1114
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-25,SPIN MASTER MEXICO SA DE CV - User 10,3483,5557,3776,1062
ST. CLAIR SERVICE,USERLEVEL,-1,ST. CLAIR SERVICE - User 1,468,2012,1502,5070
ST. CLAIR SERVICE,USERLEVEL,-1,ST. CLAIR SERVICE - User 2,5063,2093,2671,241
ST. CLAIR SERVICE,USERLEVEL,-1,ST. CLAIR SERVICE - User 3,4089,112,3989,4585
ST. CLAIR SERVICE,USERLEVEL,-1,ST. CLAIR SERVICE - User 4,5539,1917,5281,1037
ST. CLAIR SERVICE,USERLEVEL,-1,ST. CLAIR SERVICE - User 5,4747,2811,2778,1282
ST. CLAIR SERVICE,USERLEVEL,-1,ST. CLAIR SERVICE - User 6,1298,526,5732,434
ST. CLAIR SERVICE,USERLEVEL,-1,ST. CLAIR SERVICE - User 7,2536,4116,403,595
ST. CLAIR SERVICE,USERLEVEL,-1,ST. CLAIR SERVICE - User 8,4984,5776,5846,5693
ST. CLAIR SERVICE,USERLEVEL,-1,ST. CLAIR SERVICE - User 9,1824,5261,874,5778
ST. CLAIR SERVICE,USERLEVEL,-1,ST. CLAIR SERVICE - User 10,4491,638,1381,3456
ST. CLAIR SERVICE,USERLEVEL,-2,ST. CLAIR SERVICE - User 1,4648,4825,4069,4165
ST. CLAIR SERVICE,USERLEVEL,-2,ST. CLAIR SERVICE - User 2,206,2870,1998,3515
ST. CLAIR SERVICE,USERLEVEL,-2,ST. CLAIR SERVICE - User 3,1879,3360,396,173
ST. CLAIR SERVICE,USERLEVEL,-2,ST. CLAIR SERVICE - User 4,3763,2173,185,511
ST. CLAIR SERVICE,USERLEVEL,-2,ST. CLAIR SERVICE - User 5,2853,5098,5206,3399
ST. CLAIR SERVICE,USERLEVEL,-2,ST. CLAIR SERVICE - User 6,5960,4158,3004,1492
ST. CLAIR SERVICE,USERLEVEL,-2,ST. CLAIR SERVICE - User 7,3102,4138,1760,1883
ST. CLAIR SERVICE,USERLEVEL,-2,ST. CLAIR SERVICE - User 8,3553,2774,87,5969
ST. CLAIR SERVICE,USERLEVEL,-2,ST. CLAIR SERVICE - User 9,2454,1874,3141,1987
ST. CLAIR SERVICE,USERLEVEL,-2,ST. CLAIR SERVICE - User 10,1462,2794,4314,2809
ST. CLAIR SERVICE,USERLEVEL,-3,ST. CLAIR SERVICE - User 1,492,4266,3708,939
ST. CLAIR SERVICE,USERLEVEL,-3,ST. CLAIR SERVICE - User 2,1258,2943,645,2505
ST. CLAIR SERVICE,USERLEVEL,-3,ST. CLAIR SERVICE - User 3,2867,3395,5710,4932
ST. CLAIR SERVICE,USERLEVEL,-3,ST. CLAIR SERVICE - User 4,5079,3223,3712,3765
ST. CLAIR SERVICE,USERLEVEL,-3,ST. CLAIR SERVICE - User 5,266,2522,729,5951
ST. CLAIR SERVICE,USERLEVEL,-3,ST. CLAIR SERVICE - User 6,2197,1060,56,5645
ST. CLAIR SERVICE,USERLEVEL,-3,ST. CLAIR SERVICE - User 7,5494,5893,3032,4734
ST. CLAIR SERVICE,USERLEVEL,-3,ST. CLAIR SERVICE - User 8,3955,506,1661,356
ST. CLAIR SERVICE,USERLEVEL,-3,ST. CLAIR SERVICE - User 9,5224,5084,1498,1116
ST. CLAIR SERVICE,USERLEVEL,-3,ST. CLAIR SERVICE - User 10,1032,127,3196,4258
ST. CLAIR SERVICE,USERLEVEL,-4,ST. CLAIR SERVICE - User 1,6000,3830,3416,2969
ST. CLAIR SERVICE,USERLEVEL,-4,ST. CLAIR SERVICE - User 2,1848,1486,4072,4637
ST. CLAIR SERVICE,USERLEVEL,-4,ST. CLAIR SERVICE - User 3,1919,2851,322,3183
ST. CLAIR SERVICE,USERLEVEL,-4,ST. CLAIR SERVICE - User 4,4146,2149,3076,2975
ST. CLAIR SERVICE,USERLEVEL,-4,ST. CLAIR SERVICE - User 5,4572,3972,5323,391
ST. CLAIR SERVICE,USERLEVEL,-4,ST. CLAIR SERVICE - User 6,5535,93,2038,5960
ST. CLAIR SERVICE,USERLEVEL,-4,ST. CLAIR SERVICE - User 7,5773,1549,4092,3115
ST. CLAIR SERVICE,USERLEVEL,-4,ST. CLAIR SERVICE - User 8,1701,662,4999,5229
ST. CLAIR SERVICE,USERLEVEL,-4,ST. CLAIR SERVICE - User 9,210,4993,3883,1040
ST. CLAIR SERVICE,USERLEVEL,-4,ST. CLAIR SERVICE - User 10,2360,5405,2060,4081
ST. CLAIR SERVICE,USERLEVEL,-5,ST. CLAIR SERVICE - User 1,2335,5070,3050,2711
ST. CLAIR SERVICE,USERLEVEL,-5,ST. CLAIR SERVICE - User 2,4561,2179,2295,1714
ST. CLAIR SERVICE,USERLEVEL,-5,ST. CLAIR SERVICE - User 3,3896,4262,4377,1811
ST. CLAIR SERVICE,USERLEVEL,-5,ST. CLAIR SERVICE - User 4,2765,1101,5654,974
ST. CLAIR SERVICE,USERLEVEL,-5,ST. CLAIR SERVICE - User 5,1891,1028,3985,3625
ST. CLAIR SERVICE,USERLEVEL,-5,ST. CLAIR SERVICE - User 6,615,1785,5043,4893
ST. CLAIR SERVICE,USERLEVEL,-5,ST. CLAIR SERVICE - User 7,958,3987,4527,1594
ST. CLAIR SERVICE,USERLEVEL,-5,ST. CLAIR SERVICE - User 8,5457,5733,3105,4236
ST. CLAIR SERVICE,USERLEVEL,-5,ST. CLAIR SERVICE - User 9,1232,1666,4285,3635
ST. CLAIR SERVICE,USERLEVEL,-5,ST. CLAIR SERVICE - User 10,1576,2040,778,4631
ST. CLAIR SERVICE,USERLEVEL,-6,ST. CLAIR SERVICE - User 1,975,3490,5107,3594
ST. CLAIR SERVICE,USERLEVEL,-6,ST. CLAIR SERVICE - User 2,899,1794,4521,462
ST. CLAIR SERVICE,USERLEVEL,-6,ST. CLAIR SERVICE - User 3,2351,334,1150,2700
ST. CLAIR SERVICE,USERLEVEL,-6,ST. CLAIR SERVICE - User 4,4922,875,5233,1427
ST. CLAIR SERVICE,USERLEVEL,-6,ST. CLAIR SERVICE - User 5,539,3718,1488,901
ST. CLAIR SERVICE,USERLEVEL,-6,ST. CLAIR SERVICE - User 6,614,2025,3725,3891
ST. CLAIR SERVICE,USERLEVEL,-6,ST. CLAIR SERVICE - User 7,1244,3779,5424,415
ST. CLAIR SERVICE,USERLEVEL,-6,ST. CLAIR SERVICE - User 8,1413,1933,177,3181
ST. CLAIR SERVICE,USERLEVEL,-6,ST. CLAIR SERVICE - User 9,3674,5534,3078,3431
ST. CLAIR SERVICE,USERLEVEL,-6,ST. CLAIR SERVICE - User 10,3532,425,2252,675
ST. CLAIR SERVICE,USERLEVEL,-7,ST. CLAIR SERVICE - User 1,5199,37,4539,4338
ST. CLAIR SERVICE,USERLEVEL,-7,ST. CLAIR SERVICE - User 2,3325,3237,2757,4899
ST. CLAIR SERVICE,USERLEVEL,-7,ST. CLAIR SERVICE - User 3,2152,3211,3505,2855
ST. CLAIR SERVICE,USERLEVEL,-7,ST. CLAIR SERVICE - User 4,286,2005,2126,2216
ST. CLAIR SERVICE,USERLEVEL,-7,ST. CLAIR SERVICE - User 5,3329,852,2803,4397
ST. CLAIR SERVICE,USERLEVEL,-7,ST. CLAIR SERVICE - User 6,3198,4205,2998,3023
ST. CLAIR SERVICE,USERLEVEL,-7,ST. CLAIR SERVICE - User 7,4921,2203,4847,5263
ST. CLAIR SERVICE,USERLEVEL,-7,ST. CLAIR SERVICE - User 8,2274,346,121,2335
ST. CLAIR SERVICE,USERLEVEL,-7,ST. CLAIR SERVICE - User 9,2011,5488,3797,2368
ST. CLAIR SERVICE,USERLEVEL,-7,ST. CLAIR SERVICE - User 10,84,5255,5909,1556
ST. CLAIR SERVICE,USERLEVEL,-8,ST. CLAIR SERVICE - User 1,739,2132,4639,1916
ST. CLAIR SERVICE,USERLEVEL,-8,ST. CLAIR SERVICE - User 2,1534,4329,4921,959
ST. CLAIR SERVICE,USERLEVEL,-8,ST. CLAIR SERVICE - User 3,4150,3529,3346,198
ST. CLAIR SERVICE,USERLEVEL,-8,ST. CLAIR SERVICE - User 4,1877,3497,2396,1212
ST. CLAIR SERVICE,USERLEVEL,-8,ST. CLAIR SERVICE - User 5,2117,2448,3315,1530
ST. CLAIR SERVICE,USERLEVEL,-8,ST. CLAIR SERVICE - User 6,4762,2311,1391,3323
ST. CLAIR SERVICE,USERLEVEL,-8,ST. CLAIR SERVICE - User 7,2803,3661,3338,3841
ST. CLAIR SERVICE,USERLEVEL,-8,ST. CLAIR SERVICE - User 8,1061,3502,3811,3610
ST. CLAIR SERVICE,USERLEVEL,-8,ST. CLAIR SERVICE - User 9,1389,3058,5809,608
ST. CLAIR SERVICE,USERLEVEL,-8,ST. CLAIR SERVICE - User 10,4420,1500,3290,532
ST. CLAIR SERVICE,USERLEVEL,-9,ST. CLAIR SERVICE - User 1,5969,2099,2573,626
ST. CLAIR SERVICE,USERLEVEL,-9,ST. CLAIR SERVICE - User 2,5652,5862,3783,4922
ST. CLAIR SERVICE,USERLEVEL,-9,ST. CLAIR SERVICE - User 3,777,2768,1632,2067
ST. CLAIR SERVICE,USERLEVEL,-9,ST. CLAIR SERVICE - User 4,2154,1244,2152,4776
ST. CLAIR SERVICE,USERLEVEL,-9,ST. CLAIR SERVICE - User 5,4404,1339,4405,3497
ST. CLAIR SERVICE,USERLEVEL,-9,ST. CLAIR SERVICE - User 6,5689,353,2760,3698
ST. CLAIR SERVICE,USERLEVEL,-9,ST. CLAIR SERVICE - User 7,5182,748,830,1040
ST. CLAIR SERVICE,USERLEVEL,-9,ST. CLAIR SERVICE - User 8,325,987,4980,4498
ST. CLAIR SERVICE,USERLEVEL,-9,ST. CLAIR SERVICE - User 9,3312,572,3289,2080
ST. CLAIR SERVICE,USERLEVEL,-9,ST. CLAIR SERVICE - User 10,3306,1097,3016,4435
ST. CLAIR SERVICE,USERLEVEL,-10,ST. CLAIR SERVICE - User 1,2441,5794,577,5261
ST. CLAIR SERVICE,USERLEVEL,-10,ST. CLAIR SERVICE - User 2,5881,4105,5016,4926
ST. CLAIR SERVICE,USERLEVEL,-10,ST. CLAIR SERVICE - User 3,5040,4891,5187,3312
ST. CLAIR SERVICE,USERLEVEL,-10,ST. CLAIR SERVICE - User 4,561,4850,4036,5593
ST. CLAIR SERVICE,USERLEVEL,-10,ST. CLAIR SERVICE - User 5,2256,4420,3705,398
ST. CLAIR SERVICE,USERLEVEL,-10,ST. CLAIR SERVICE - User 6,3155,5464,2758,3710
ST. CLAIR SERVICE,USERLEVEL,-10,ST. CLAIR SERVICE - User 7,3817,79,98,2189
ST. CLAIR SERVICE,USERLEVEL,-10,ST. CLAIR SERVICE - User 8,4622,2166,5803,4275
ST. CLAIR SERVICE,USERLEVEL,-10,ST. CLAIR SERVICE - User 9,477,817,3120,1359
ST. CLAIR SERVICE,USERLEVEL,-10,ST. CLAIR SERVICE - User 10,4843,2837,552,5658
ST. CLAIR SERVICE,USERLEVEL,-11,ST. CLAIR SERVICE - User 1,1146,5763,515,3905
ST. CLAIR SERVICE,USERLEVEL,-11,ST. CLAIR SERVICE - User 2,4160,910,2937,1013
ST. CLAIR SERVICE,USERLEVEL,-11,ST. CLAIR SERVICE - User 3,3577,3768,250,3320
ST. CLAIR SERVICE,USERLEVEL,-11,ST. CLAIR SERVICE - User 4,3903,5108,1478,36
ST. CLAIR SERVICE,USERLEVEL,-11,ST. CLAIR SERVICE - User 5,4396,4686,1314,2269
ST. CLAIR SERVICE,USERLEVEL,-11,ST. CLAIR SERVICE - User 6,1617,5795,5146,5357
