Account,Name,Date,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Terry Store age spa,ACCOUNTLEVEL,-4,14590,6768,12336,18005,499,768,34,1039,1854
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-4,8710,12083,2848,11831,692,758,246,1298,1982
ST. CLAIR SERVICE,ACCOUNTLEVEL,-4,1137,14400,122,3640,718,645,444,1703,2173
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-4,5285,2143,2398,13021,300,873,54,1883,2028
CARNES KM SA DE CV,ACCOUNTLEVEL,-4,5277,9937,3385,4691,667,1028,54,1330,1755
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-4,2577,17688,5168,11798,302,917,160,1913,1695
COMNET SA DE CV,ACCOUNTLEVEL,-4,9995,6203,15047,2191,387,922,379,1114,2428
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-4,12141,13596,17178,13900,304,996,368,1309,1637
FRUITCORP SA DE CV,ACCOUNTLEVEL,-4,16761,908,1584,2050,706,1039,20,1013,2330
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-4,12250,1078,16073,16385,463,768,427,1570,2039
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-4,16779,11970,10131,4147,697,987,204,1041,2057
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-4,6131,11714,14374,6374,688,988,17,1800,2450
K & S Contractors Supply Co,ACCOUNTLEVEL,-4,795,8800,12334,324,429,635,105,1558,1702
Tioga Hardwoods Inc,ACCOUNTLEVEL,-4,3912,9344,10001,10334,616,1025,113,1358,1525
GHCL Limited,ACCOUNTLEVEL,-4,4452,14682,2074,11354,668,1013,17,1772,2326
Motion Industries Inc.,ACCOUNTLEVEL,-4,11657,11463,9255,17297,622,882,64,1681,1796
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-4,5545,11551,3483,12478,786,1046,392,1075,2451
Quantum Foods,ACCOUNTLEVEL,-4,16123,9671,3519,9277,676,956,282,1824,2045
Family Magazine,ACCOUNTLEVEL,-4,14430,14397,794,12517,441,761,233,1516,2356
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-4,7571,8968,2348,9077,535,1006,400,1984,2247
Innovative Laser Inc,ACCOUNTLEVEL,-4,18083,2384,9298,15300,551,883,379,1321,2293
Addis Housewares Ltd,ACCOUNTLEVEL,-4,11538,16804,7649,15006,732,1052,45,1559,2052
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-4,5403,16854,2310,18648,797,1019,241,1980,1817
APLNG,ACCOUNTLEVEL,-4,1526,11161,796,463,598,792,402,1190,2293
Quince Hungary Kft,ACCOUNTLEVEL,-4,2077,12603,8120,5613,461,854,231,1363,2473
Jandel Scientific Inc.,ACCOUNTLEVEL,-4,12124,13328,14169,8223,440,699,388,1104,1720
Viking Tool & Steel,ACCOUNTLEVEL,-4,15773,17551,4720,5877,339,666,408,1016,2239
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-4,8302,3674,6103,9079,730,761,117,1565,2105
MAPE USA,ACCOUNTLEVEL,-4,18060,7987,12419,3047,604,857,150,1754,1532
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-4,3215,6834,17351,208,793,979,228,1630,2067
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-4,6974,15025,1689,16692,735,954,439,1950,2143
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-4,4653,13121,7594,6911,388,678,68,1276,2215
M&M SERVICE CO,ACCOUNTLEVEL,-4,12959,9869,5653,11327,520,1051,159,1227,1752
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-4,10398,485,8277,16196,629,662,116,1316,2052
L and P Financial Services Co,ACCOUNTLEVEL,-4,15410,1707,9356,4703,738,700,457,1223,1881
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-4,11527,3395,12138,17380,572,1085,387,1879,1588
CATMADER SL,ACCOUNTLEVEL,-4,10347,7719,12751,10707,763,800,55,1584,2414
Tekno Inc,ACCOUNTLEVEL,-4,11613,9911,4094,12311,502,1084,150,1141,2185
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-4,370,17307,7844,13853,525,926,392,1585,2094
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-4,2948,4016,13235,15903,595,623,326,1798,2050
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-4,3600,13380,13423,6675,544,991,242,1878,2499
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-4,9179,361,1925,3103,545,859,296,1474,2446
COMERGALV SA DE CV,ACCOUNTLEVEL,-4,16606,8724,16760,7373,749,848,359,1493,1893
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-4,6393,8906,2231,18874,342,953,20,1941,1525
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-4,2870,1407,5245,2046,597,823,33,1022,1844
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-4,10219,3205,7558,13978,726,1036,433,1409,2280
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-4,15512,15698,10788,8971,692,729,231,1277,1950
TERENTRO SA DE CV,ACCOUNTLEVEL,-4,5129,17875,8812,4017,383,1099,322,1327,1913
FUNTASTIC LIMITED,ACCOUNTLEVEL,-4,6739,7283,11714,10126,640,767,29,1549,1995
DeeTag USA,ACCOUNTLEVEL,-4,7240,3307,13544,1676,416,743,39,1513,1931
Lakeland Village,ACCOUNTLEVEL,-4,7234,1406,14471,14232,351,754,34,1297,2060
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-4,14287,12904,13332,2968,695,828,101,1584,2058
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-4,13816,14024,12945,14507,319,647,397,1336,2427
Do not Use1,ACCOUNTLEVEL,-4,1997,18994,16709,3060,762,630,334,1692,1817
Oil Chem Research Corp,ACCOUNTLEVEL,-4,1901,16005,11874,9465,549,797,330,1842,1874
LICK ELEVATOR,ACCOUNTLEVEL,-4,17262,10244,18189,1766,355,786,321,1570,1804
Quanex Screens LLC,ACCOUNTLEVEL,-4,5654,4475,15367,17172,688,1095,396,1713,1536
A and T unlimit Limited,ACCOUNTLEVEL,-3,1276,5626,10274,14756,483,688,306,1551,1600
Sienna Gold Ltd,ACCOUNTLEVEL,-3,15847,17995,17916,12981,600,1053,41,1787,1859
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-3,8106,10193,18408,2965,468,792,257,1572,2436
Murex N.A. Ltd,ACCOUNTLEVEL,-3,4185,13391,14961,8423,391,793,371,1320,2077
Via Systems,ACCOUNTLEVEL,-3,15249,9601,772,7583,468,823,426,1152,1513
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-3,17603,10077,4104,14158,504,990,116,1059,2180
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-3,2327,3144,5102,4444,560,1094,277,1515,2490
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-3,3094,8707,8167,9965,471,953,365,1409,1919
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-3,15317,5264,15138,4350,474,972,379,1191,1737
Anunay Fab Ltd,ACCOUNTLEVEL,-3,14468,2193,1217,9540,404,722,401,1175,1690
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-3,7467,5014,10900,7740,732,912,493,1209,1655
Jadow B & Sons Inc,ACCOUNTLEVEL,-3,10873,1932,11,16395,369,1051,321,1868,1758
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-3,1964,15938,9244,10546,734,947,360,1311,2271
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-3,429,9361,13186,10240,462,1046,175,1456,1989
Alltech Automotive LLC,ACCOUNTLEVEL,-3,10703,16243,14931,652,776,730,55,1299,2454
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-3,17510,1777,510,14972,618,1009,338,1136,1884
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-3,3377,8775,5957,11110,496,867,240,1138,1600
ATTEBURY GRAIN,ACCOUNTLEVEL,-3,12949,7505,15,6861,339,1054,333,1278,2035
Vicor,ACCOUNTLEVEL,-3,5904,11194,8105,14970,728,647,200,1106,1560
Baja Inc,ACCOUNTLEVEL,-3,13325,1231,1965,9873,396,631,191,1304,1745
National Assn of Printing Ink,ACCOUNTLEVEL,-3,2865,7026,14241,311,621,1092,160,1323,1772
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-3,3011,10237,10737,13972,626,777,106,1448,1774
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-3,11395,4900,7542,1400,560,660,94,1337,2002
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-3,7570,18425,2770,1189,606,748,391,1435,2478
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-3,16033,10485,4762,9264,566,1090,370,1657,1518
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-3,9962,9868,1938,11237,449,651,487,1123,2272
Triumph Tool NC Inc,ACCOUNTLEVEL,-3,13844,12492,13610,4856,441,726,253,1901,1794
Darta NV,ACCOUNTLEVEL,-3,13955,5127,17758,14829,798,946,480,1009,2404
COTY UK LTD,ACCOUNTLEVEL,-3,14490,3210,2876,8734,369,683,136,1578,1934
Deal Partners Limited,ACCOUNTLEVEL,-3,16098,17433,7009,6328,339,1067,419,1502,1900
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-3,8039,16651,18785,3187,532,1064,474,1405,1870
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-3,3515,7928,10287,15315,310,765,180,1713,2032
GKN Sinter Metals,ACCOUNTLEVEL,-3,6606,2109,1275,2364,590,780,335,1888,1783
AGENCE PRESSE,ACCOUNTLEVEL,-3,137,10013,16710,18611,360,945,382,1335,1618
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-3,1335,5497,4964,10989,689,764,493,1585,2290
AUREA SOFTWARE INC,ACCOUNTLEVEL,-3,8947,10800,8927,4400,617,719,429,1809,1520
Ocean Sports Wear,ACCOUNTLEVEL,-3,16306,4960,10557,697,679,675,8,1806,2153
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-3,16813,9694,16232,12902,325,619,239,1156,1664
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-3,1652,12567,3076,13502,532,653,178,1579,1905
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-3,13077,17708,3828,10632,564,1011,472,1336,2470
UNIFOODS SA DE CV,ACCOUNTLEVEL,-3,15885,14404,3606,15154,361,1014,209,1244,1751
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-3,7250,17213,17337,5672,726,887,214,1722,1748
JARDINS DE NORTENE,ACCOUNTLEVEL,-3,17540,11987,8185,10943,387,998,200,1796,1970
Terry Store age spa,ACCOUNTLEVEL,-3,16731,13764,17199,12811,743,761,125,1912,2227
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-3,12922,17761,11478,17171,786,1043,459,1045,2449
ST. CLAIR SERVICE,ACCOUNTLEVEL,-3,10412,12434,6255,2722,644,755,205,1696,1619
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-3,13882,5606,8481,15219,567,918,326,1995,2064
CARNES KM SA DE CV,ACCOUNTLEVEL,-3,15025,9663,16024,9630,390,622,396,1550,1797
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-3,11082,4682,9395,860,460,1053,489,1937,1586
COMNET SA DE CV,ACCOUNTLEVEL,-3,18800,945,13807,7904,567,860,218,1664,2160
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-3,1438,2104,17437,4455,353,1000,152,1622,1943
FRUITCORP SA DE CV,ACCOUNTLEVEL,-3,4340,15446,14363,5473,325,865,457,1094,2310
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-3,11140,18628,919,6121,487,946,301,1836,1839
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-3,11163,7881,14890,1447,727,968,298,1356,1752
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-3,16097,7869,3052,6795,396,1046,469,1821,1550
K & S Contractors Supply Co,ACCOUNTLEVEL,-3,9462,5065,15983,8924,619,883,163,1394,1504
Tioga Hardwoods Inc,ACCOUNTLEVEL,-3,5329,16185,14301,7277,708,1019,246,1589,1888
GHCL Limited,ACCOUNTLEVEL,-3,1110,4684,4306,15518,348,664,331,1466,1974
Motion Industries Inc.,ACCOUNTLEVEL,-3,2064,16211,12617,1500,378,648,438,1057,1971
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-3,6793,2468,18772,6238,565,685,486,1967,2278
Quantum Foods,ACCOUNTLEVEL,-3,10769,7506,6400,5423,767,896,291,1688,1919
Family Magazine,ACCOUNTLEVEL,-3,7745,11718,9367,13934,559,767,371,1022,2433
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-3,4989,15679,598,9054,579,1026,460,1326,2109
Innovative Laser Inc,ACCOUNTLEVEL,-3,9821,1063,18169,10855,659,746,9,1757,1685
Addis Housewares Ltd,ACCOUNTLEVEL,-3,11022,10058,18764,9658,756,947,327,1447,1851
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-3,18340,2351,18898,18644,376,748,278,1884,1908
APLNG,ACCOUNTLEVEL,-3,15829,12984,4577,7728,777,602,354,1318,2307
Quince Hungary Kft,ACCOUNTLEVEL,-3,3581,13620,13019,1166,554,703,210,1953,1916
Jandel Scientific Inc.,ACCOUNTLEVEL,-3,10894,6448,15898,6256,744,756,277,1295,2046
Viking Tool & Steel,ACCOUNTLEVEL,-3,13928,17582,8424,18402,540,674,489,1404,2453
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-3,17479,11726,6713,10320,376,666,67,1757,2400
MAPE USA,ACCOUNTLEVEL,-3,5538,18677,13603,16172,608,683,174,1427,2381
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-3,869,3251,8499,11184,485,850,140,1331,1800
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-3,14150,7046,12993,10453,717,669,426,1605,1792
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-3,15000,6883,3775,17160,584,982,43,1131,1745
M&M SERVICE CO,ACCOUNTLEVEL,-3,13358,11651,9168,16785,335,629,329,1767,2485
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-3,7904,12149,13126,10107,781,724,414,1995,2419
L and P Financial Services Co,ACCOUNTLEVEL,-3,4033,6161,1144,7063,549,683,417,1582,1577
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-3,15648,2459,10390,2986,672,1076,96,1386,2127
CATMADER SL,ACCOUNTLEVEL,-3,10698,15432,3044,5479,581,632,206,1676,2306
Tekno Inc,ACCOUNTLEVEL,-3,1627,10041,6639,10623,542,778,199,1237,1684
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-3,13452,12557,18154,262,410,930,386,1490,1808
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-3,18160,10047,5987,14534,451,718,188,1737,1869
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-3,665,3986,13758,16646,797,1025,130,1966,1566
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-3,968,1214,3590,15072,494,1059,241,1384,1558
COMERGALV SA DE CV,ACCOUNTLEVEL,-3,177,12123,16309,2288,481,918,329,1624,1953
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-3,2493,18844,12739,9937,591,1036,367,1662,2374
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-3,6545,1202,5828,10971,738,1021,485,1121,1836
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-3,13171,12038,4535,15551,371,1013,184,1266,2071
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-3,9520,911,11453,315,404,989,411,1932,2481
TERENTRO SA DE CV,ACCOUNTLEVEL,-3,17759,16567,18670,3218,596,980,351,1323,1597
FUNTASTIC LIMITED,ACCOUNTLEVEL,-3,10451,112,5353,13455,577,961,161,1362,2354
DeeTag USA,ACCOUNTLEVEL,-3,719,10727,12794,146,464,732,223,1353,2030
Lakeland Village,ACCOUNTLEVEL,-3,4317,3401,11482,15469,512,987,334,1292,1733
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-3,1562,668,5454,13930,454,1014,250,1494,2419
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-3,1364,4146,3233,4346,330,762,96,1812,1583
Do not Use1,ACCOUNTLEVEL,-3,8858,8168,15015,18333,750,977,141,1405,2021
Oil Chem Research Corp,ACCOUNTLEVEL,-3,2581,9860,14409,1590,746,895,398,1166,1727
LICK ELEVATOR,ACCOUNTLEVEL,-3,5945,18969,17149,6831,455,727,263,1147,1730
Quanex Screens LLC,ACCOUNTLEVEL,-3,10367,17405,7224,221,597,1094,251,1027,1690
A and T unlimit Limited,ACCOUNTLEVEL,-2,12616,12180,9432,15275,432,677,31,1513,1912
Sienna Gold Ltd,ACCOUNTLEVEL,-2,12020,10507,7902,14723,371,622,161,1527,2143
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-2,2578,18712,3369,2007,778,1039,93,1946,1838
Murex N.A. Ltd,ACCOUNTLEVEL,-2,1908,18497,4866,462,467,802,327,1570,1986
Via Systems,ACCOUNTLEVEL,-2,3273,887,14675,5130,377,681,156,1878,1958
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-2,13388,14860,10819,14852,389,1050,186,1499,1742
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-2,11423,1662,16548,569,615,950,256,1493,1780
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-2,9509,11802,2413,14731,592,1014,79,1760,1570
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-2,2798,10058,10735,18583,493,875,489,1956,1810
Anunay Fab Ltd,ACCOUNTLEVEL,-2,13664,7445,4672,7087,768,825,257,1783,2029
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-2,13992,14093,8705,8711,314,728,140,1803,2040
Jadow B & Sons Inc,ACCOUNTLEVEL,-2,8433,3612,4210,12673,304,754,391,1050,1843
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-2,18470,8560,8085,15457,699,964,295,1994,2471
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-2,5468,4551,2847,8511,445,861,85,1518,2139
Alltech Automotive LLC,ACCOUNTLEVEL,-2,2062,4138,4875,9602,414,677,297,1300,2460
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-2,13350,11600,16783,8380,507,620,19,1046,1611
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-2,9484,8446,5706,14718,617,947,343,1319,2110
ATTEBURY GRAIN,ACCOUNTLEVEL,-2,8703,14627,4200,6449,428,952,262,1950,2286
Vicor,ACCOUNTLEVEL,-2,10274,1391,853,10604,502,849,164,1732,2152
Baja Inc,ACCOUNTLEVEL,-2,863,16911,7194,11892,530,1006,439,1897,2180
National Assn of Printing Ink,ACCOUNTLEVEL,-2,14332,17182,13271,15745,541,1054,129,1515,1784
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-2,2051,14732,11207,13470,611,766,68,1933,2294
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-2,10501,5679,9473,14480,757,1052,495,1923,2190
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-2,4222,13224,11656,10003,396,750,64,1964,1925
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-2,18200,16577,1867,12156,466,678,113,1645,1597
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-2,11768,17330,8006,10361,416,957,61,1970,2087
Triumph Tool NC Inc,ACCOUNTLEVEL,-2,15990,18954,3269,13125,798,1079,138,1858,2410
Darta NV,ACCOUNTLEVEL,-2,10674,5916,3012,6333,628,1017,384,1922,1764
COTY UK LTD,ACCOUNTLEVEL,-2,13675,13400,4186,16119,800,1054,147,1431,2071
Deal Partners Limited,ACCOUNTLEVEL,-2,17798,8399,18696,12699,565,998,34,1538,1732
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-2,3281,6096,6703,1746,467,777,432,1361,2195
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-2,3501,7169,4830,17382,723,1028,93,1176,1775
GKN Sinter Metals,ACCOUNTLEVEL,-2,18832,4318,6310,5028,370,633,1,1911,1870
AGENCE PRESSE,ACCOUNTLEVEL,-2,5618,5771,3027,7752,441,630,4,1126,1607
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-2,13741,1775,9471,4601,639,620,499,1517,1810
AUREA SOFTWARE INC,ACCOUNTLEVEL,-2,2468,17269,9294,13086,784,999,278,1838,1725
Ocean Sports Wear,ACCOUNTLEVEL,-2,13198,3519,5073,2719,528,1009,363,1650,1829
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-2,11347,10059,5676,14091,474,631,450,1467,1914
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-2,2479,16008,8408,14887,564,901,62,1856,2431
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-2,10268,18548,603,4534,631,647,1,1055,2406
UNIFOODS SA DE CV,ACCOUNTLEVEL,-2,6159,700,16846,11020,315,716,362,1967,2108
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-2,10121,1354,5309,5181,426,604,249,1688,1853
JARDINS DE NORTENE,ACCOUNTLEVEL,-2,248,12746,12713,11896,773,956,68,1461,2229
Terry Store age spa,ACCOUNTLEVEL,-2,1689,6982,6106,4545,431,895,299,1144,1714
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-2,18071,13555,12750,1353,612,827,385,1555,1713
ST. CLAIR SERVICE,ACCOUNTLEVEL,-2,10023,4650,12662,9355,494,783,399,1964,1678
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-2,5800,6699,8477,12403,731,748,201,1802,2483
CARNES KM SA DE CV,ACCOUNTLEVEL,-2,8579,15950,16828,7615,340,824,285,1176,2023
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-2,7393,14529,1218,3802,597,743,166,1513,2158
COMNET SA DE CV,ACCOUNTLEVEL,-2,17181,17149,6179,8378,308,794,231,1055,1677
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-2,5499,426,2042,15745,337,859,20,1788,1752
FRUITCORP SA DE CV,ACCOUNTLEVEL,-2,859,17437,7898,1349,619,755,164,1331,1559
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-2,15921,287,10899,16287,425,709,170,1354,2479
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-2,10635,7946,9009,2841,408,967,486,1792,2429
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-2,891,5402,4770,17546,336,870,334,1563,1609
K & S Contractors Supply Co,ACCOUNTLEVEL,-2,2887,17900,18340,856,765,1078,77,1320,2152
Tioga Hardwoods Inc,ACCOUNTLEVEL,-2,11620,13135,6739,16427,740,1046,354,1916,1520
GHCL Limited,ACCOUNTLEVEL,-2,15980,12623,13496,3757,758,731,153,1609,1631
Motion Industries Inc.,ACCOUNTLEVEL,-2,5602,11051,14559,18271,785,907,333,1228,2184
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-2,17754,18435,2350,1909,719,643,195,1432,2028
Quantum Foods,ACCOUNTLEVEL,-2,6084,16809,13870,16845,358,729,481,1963,1903
Family Magazine,ACCOUNTLEVEL,-2,15463,9022,17723,18907,496,726,53,1505,1920
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-2,15611,12497,14360,12809,379,700,397,1709,1563
Innovative Laser Inc,ACCOUNTLEVEL,-2,9210,11747,15639,11638,406,1021,462,1004,1945
Addis Housewares Ltd,ACCOUNTLEVEL,-2,18488,1908,12279,4514,435,1083,35,1785,1829
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-2,4346,6341,11938,7187,397,718,17,1774,1695
APLNG,ACCOUNTLEVEL,-2,6513,2454,1343,18964,549,752,393,1652,2190
Quince Hungary Kft,ACCOUNTLEVEL,-2,14830,3726,340,668,516,924,390,1352,1578
Jandel Scientific Inc.,ACCOUNTLEVEL,-2,1495,4653,3804,16816,742,993,40,1733,1593
Viking Tool & Steel,ACCOUNTLEVEL,-2,19,5301,6850,12856,788,665,486,1457,2108
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-2,4677,1694,13168,13617,737,792,79,1850,2259
MAPE USA,ACCOUNTLEVEL,-2,1171,3230,1117,1635,590,730,101,1721,2090
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-2,9552,6551,15229,17751,331,727,423,1391,1849
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-2,18618,15767,7619,11727,766,1022,368,1196,2015
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-2,4370,18836,12126,14508,520,822,219,1761,2345
M&M SERVICE CO,ACCOUNTLEVEL,-2,8068,5037,892,8059,403,1100,319,1550,1718
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-2,14783,14011,1224,13596,664,1010,195,1136,2360
L and P Financial Services Co,ACCOUNTLEVEL,-2,4307,8097,17863,7508,559,758,380,2000,1545
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-2,7902,9276,12437,7292,354,930,35,1633,2305
CATMADER SL,ACCOUNTLEVEL,-2,16438,2247,12786,2434,418,1038,129,1533,2220
Tekno Inc,ACCOUNTLEVEL,-2,5299,7364,881,16520,384,976,490,1111,2457
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-2,771,7281,13041,18506,363,969,246,1208,1531
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-2,14834,5546,17826,16706,454,606,136,1011,1697
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-2,11477,14556,4731,17339,363,1002,103,1545,1700
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-2,18943,12596,17925,15471,793,808,317,1583,2121
COMERGALV SA DE CV,ACCOUNTLEVEL,-2,5486,1609,17875,8120,790,899,256,1359,2126
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-2,18762,5509,12885,16405,515,695,49,1888,2360
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-2,13821,7912,9459,12044,614,902,318,1746,2328
