JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__InstanceId__c,JBCXM__InstanceName__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 28,INSTANCELEVEL,-4,Sandbox Instance 2,Fedder RP Corp - Sandbox Instance 2,90,33,159,112,114,2,691,296,4957
Adoption Test - Account 29,INSTANCELEVEL,-4,Sandbox Instance 2,Fell David H & Company Inc - Sandbox Instance 2,49,19,94,93,102,23,387,5493,4600
Adoption Test - Account 30,INSTANCELEVEL,-4,Sandbox Instance 2,Ferrara Foods & Confections - Sandbox Instance 2,67,17,172,22,123,5,133,7594,7793
Adoption Test - Account 31,INSTANCELEVEL,-4,Sandbox Instance 2,G Group - Sandbox Instance 2,90,31,198,104,216,60,251,2209,14917
Adoption Test - Account 32,INSTANCELEVEL,-4,Sandbox Instance 2,G-L Veneer Co Inc. - Sandbox Instance 2,96,41,80,44,211,42,883,5959,11900
Adoption Test - Account 33,INSTANCELEVEL,-4,Sandbox Instance 2,Galbreath Co - Sandbox Instance 2,31,37,158,30,200,40,926,7141,4576
Adoption Test - Account 34,INSTANCELEVEL,-4,Sandbox Instance 2,Gallo Ernst & Julio Winery - Sandbox Instance 2,90,47,139,94,152,50,766,6335,1075
Adoption Test - Account 35,INSTANCELEVEL,-4,Sandbox Instance 2,Gamblers Anonymous - Sandbox Instance 2,31,19,87,41,180,4,37,9257,15019
Adoption Test - Account 36,INSTANCELEVEL,-4,Sandbox Instance 2,Halcyon Assoc - Sandbox Instance 2,3,10,72,26,126,44,916,8437,18875
Adoption Test - Account 37,INSTANCELEVEL,-4,Sandbox Instance 2,Hambro International Venture F - Sandbox Instance 2,57,36,153,89,103,51,267,5489,9052
Adoption Test - Account 38,INSTANCELEVEL,-4,Sandbox Instance 2,Hardy James G & Co - Sandbox Instance 2,88,15,108,131,143,30,935,759,15221
Adoption Test - Account 39,INSTANCELEVEL,-4,Sandbox Instance 2,Harkavy Information Service - Sandbox Instance 2,86,36,159,12,165,47,463,4665,10088
Adoption Test - Account 40,INSTANCELEVEL,-4,Sandbox Instance 2,Harken Marketing Co - Sandbox Instance 2,21,15,150,93,131,20,862,1778,8474
Adoption Test - Account 41,INSTANCELEVEL,-4,Sandbox Instance 2,IBIS Systems Inc. - Sandbox Instance 2,13,21,146,131,185,37,579,4558,17040
Adoption Test - Account 42,INSTANCELEVEL,-4,Sandbox Instance 2,IBK Capital Inc - Sandbox Instance 2,96,25,132,111,162,53,157,9874,1997
Adoption Test - Account 43,INSTANCELEVEL,-4,Sandbox Instance 2,IBM Corp Data Systems Div - Sandbox Instance 2,91,26,120,123,112,28,785,2174,10923
Adoption Test - Account 44,INSTANCELEVEL,-4,Sandbox Instance 2,ICM Corp - Sandbox Instance 2,80,27,129,76,134,22,383,1035,13758
Adoption Test - Account 45,INSTANCELEVEL,-4,Sandbox Instance 2,ImageTek Corp - Sandbox Instance 2,1,28,52,135,153,35,925,1234,4200
Adoption Test - Account 46,INSTANCELEVEL,-4,Sandbox Instance 2,Jadow B & Sons Inc - Sandbox Instance 2,30,19,174,116,150,41,460,7951,7966
Adoption Test - Account 47,INSTANCELEVEL,-4,Sandbox Instance 2,Jaff Brothers Woodworks Inc - Sandbox Instance 2,40,18,105,131,229,60,695,3563,15566
Adoption Test - Account 48,INSTANCELEVEL,-4,Sandbox Instance 2,Jandel Scientific Inc. - Sandbox Instance 2,98,37,62,9,153,8,582,7668,5704
Adoption Test - Account 49,INSTANCELEVEL,-4,Sandbox Instance 2,Japanese American Citizens Lea - Sandbox Instance 2,83,22,196,92,122,49,834,4732,12224
Adoption Test - Account 50,INSTANCELEVEL,-4,Sandbox Instance 2,K & S Contractors Supply Co - Sandbox Instance 2,85,17,195,149,202,42,974,3793,18039
Adoption Test - Account 51,INSTANCELEVEL,-4,Sandbox Instance 2,Kahlert Assoc Inc - Sandbox Instance 2,48,16,109,51,249,20,576,3737,11281
Adoption Test - Account 52,INSTANCELEVEL,-4,Sandbox Instance 2,Kaiser Steel Resources Inc - Sandbox Instance 2,6,34,77,90,135,25,505,6774,14109
Adoption Test - Account 53,INSTANCELEVEL,-4,Sandbox Instance 2,Karabelas Furs Inc - Sandbox Instance 2,47,45,148,149,101,55,952,5479,17747
Adoption Test - Account 54,INSTANCELEVEL,-4,Sandbox Instance 2,Karpen & Steel Products Inc - Sandbox Instance 2,82,20,114,123,123,30,563,7578,3728
Adoption Test - Account 55,INSTANCELEVEL,-4,Sandbox Instance 2,La Costa Hotel & Spa - Sandbox Instance 2,7,10,178,113,208,59,289,408,12046
Adoption Test - Account 56,INSTANCELEVEL,-4,Sandbox Instance 2,Lafferty RF & Co Inc - Sandbox Instance 2,59,31,53,122,140,23,905,8563,12930
Adoption Test - Account 57,INSTANCELEVEL,-4,Sandbox Instance 2,Lake County - Sandbox Instance 2,1,26,154,74,107,12,16,5761,14828
Adoption Test - Account 58,INSTANCELEVEL,-4,Sandbox Instance 2,Lakeland Village - Sandbox Instance 2,63,27,55,128,189,48,146,3884,13363
Adoption Test - Account 59,INSTANCELEVEL,-4,Sandbox Instance 2,Lexidata Corporation - Sandbox Instance 2,53,28,88,26,115,60,707,8649,12549
Adoption Test - Account 60,INSTANCELEVEL,-4,Sandbox Instance 2,Madonna Construction Co - Sandbox Instance 2,4,38,95,63,158,31,623,6825,10179
Adoption Test - Account 61,INSTANCELEVEL,-4,Sandbox Instance 2,Magma Power Co - Sandbox Instance 2,59,23,167,24,128,34,338,6807,19316
Adoption Test - Account 62,INSTANCELEVEL,-4,Sandbox Instance 2,Magna Mill Products - Sandbox Instance 2,65,11,123,17,209,39,927,2988,18667
Adoption Test - Account 63,INSTANCELEVEL,-4,Sandbox Instance 2,Majestic Entertainment - Sandbox Instance 2,14,20,198,110,164,27,526,5518,15899
Adoption Test - Account 64,INSTANCELEVEL,-4,Sandbox Instance 2,Mall Side Sports - Sandbox Instance 2,81,38,57,4,112,3,475,5084,4902
Adoption Test - Account 65,INSTANCELEVEL,-4,Sandbox Instance 2,N/S Corp - Sandbox Instance 2,50,24,62,112,233,48,332,8806,3181
Adoption Test - Account 66,INSTANCELEVEL,-4,Sandbox Instance 2,Nardon Mfg Company Incorporated - Sandbox Instance 2,4,18,62,56,186,24,576,9952,6106
Adoption Test - Account 67,INSTANCELEVEL,-4,Sandbox Instance 2,Nash Direct - Sandbox Instance 2,88,16,109,12,190,29,459,5193,3078
Adoption Test - Account 68,INSTANCELEVEL,-4,Sandbox Instance 2,National Assn of Printing Ink - Sandbox Instance 2,89,14,174,5,199,59,719,4329,4655
Adoption Test - Account 69,INSTANCELEVEL,-4,Sandbox Instance 2,Nixdorf Computer - Sandbox Instance 2,91,30,124,108,233,4,544,2762,8139
Adoption Test - Account 70,INSTANCELEVEL,-4,Sandbox Instance 2,O-Cel-O Div General Mills Inc. - Sandbox Instance 2,54,42,195,114,184,49,428,9077,2905
Adoption Test - Account 71,INSTANCELEVEL,-4,Sandbox Instance 2,Oakland Carbide Engineering & - Sandbox Instance 2,50,34,170,95,106,21,419,7027,5731
Adoption Test - Account 72,INSTANCELEVEL,-4,Sandbox Instance 2,Ocean Sports - Sandbox Instance 2,74,20,86,118,223,48,149,6359,17850
Adoption Test - Account 73,INSTANCELEVEL,-4,Sandbox Instance 2,Ocean Sports Wear - Sandbox Instance 2,1,47,169,88,152,46,930,5629,9843
Adoption Test - Account 74,INSTANCELEVEL,-4,Sandbox Instance 2,OKeeffes Inc - Sandbox Instance 2,24,22,162,15,228,12,137,697,19732
Adoption Test - Account 75,INSTANCELEVEL,-4,Sandbox Instance 2,P & C Food Markets Inc - Sandbox Instance 2,97,37,159,78,158,16,75,9888,2759
Adoption Test - Account 76,INSTANCELEVEL,-4,Sandbox Instance 2,P.S.C. - Sandbox Instance 2,72,35,150,46,207,26,26,3299,15617
Adoption Test - Account 77,INSTANCELEVEL,-4,Sandbox Instance 2,PacDevco Inc - Sandbox Instance 2,15,46,117,82,210,32,273,9849,8502
Adoption Test - Account 78,INSTANCELEVEL,-4,Sandbox Instance 2,Pace Press Inc - Sandbox Instance 2,27,16,124,125,211,52,504,5434,3000
Adoption Test - Account 79,INSTANCELEVEL,-4,Sandbox Instance 2,Purity-Supreme Inc. - Sandbox Instance 2,77,26,66,36,164,2,27,2218,17426
Adoption Test - Account 80,INSTANCELEVEL,-4,Sandbox Instance 2,Quadrex Corp - Sandbox Instance 2,5,50,91,144,100,7,935,8120,19006
Adoption Test - Account 81,INSTANCELEVEL,-4,Sandbox Instance 2,Quaker Fashions - Sandbox Instance 2,62,29,196,74,159,25,178,5576,16724
Adoption Test - Account 82,INSTANCELEVEL,-4,Sandbox Instance 2,Queensborough Public Library - Sandbox Instance 2,31,50,139,127,103,25,629,6262,542
Adoption Test - Account 83,INSTANCELEVEL,-4,Sandbox Instance 2,Quinn/Brein Inc - Sandbox Instance 2,80,29,57,116,144,54,295,6578,4670
Adoption Test - Account 84,INSTANCELEVEL,-4,Sandbox Instance 2,Quota Systems Inc. - Sandbox Instance 2,93,28,80,124,120,5,429,9411,18842
Adoption Test - Account 85,INSTANCELEVEL,-4,Sandbox Instance 2,R-F Industries Inc - Sandbox Instance 2,94,42,164,43,220,1,817,2354,5277
Adoption Test - Account 86,INSTANCELEVEL,-4,Sandbox Instance 2,Raceway Engines - Sandbox Instance 2,37,37,104,99,183,53,429,8127,3042
Adoption Test - Account 87,INSTANCELEVEL,-4,Sandbox Instance 2,Raleigh Active Wear - Sandbox Instance 2,33,43,100,62,173,30,475,8240,13569
Adoption Test - Account 88,INSTANCELEVEL,-4,Sandbox Instance 2,Raleigh Co. - Sandbox Instance 2,57,40,86,147,164,36,338,867,15393
Adoption Test - Account 89,INSTANCELEVEL,-4,Sandbox Instance 2,Ralston Inc. - Sandbox Instance 2,94,46,119,98,155,31,833,116,7751
Adoption Test - Account 90,INSTANCELEVEL,-4,Sandbox Instance 2,Sabena-Belgian World Airlines - Sandbox Instance 2,38,16,59,41,136,17,884,8418,15738
Adoption Test - Account 91,INSTANCELEVEL,-4,Sandbox Instance 2,Safeway Plumbing & Heating Inc - Sandbox Instance 2,63,49,122,107,183,27,303,528,15780
Adoption Test - Account 92,INSTANCELEVEL,-4,Sandbox Instance 2,Saint Johns University Staten - Sandbox Instance 2,0,49,162,111,101,5,474,6490,7053
Adoption Test - Account 93,INSTANCELEVEL,-4,Sandbox Instance 2,Star Markets - Sandbox Instance 2,68,14,153,125,229,9,163,4701,3985
Adoption Test - Account 94,INSTANCELEVEL,-4,Sandbox Instance 2,State House Active Wear - Sandbox Instance 2,52,50,59,76,161,20,908,6295,2074
Adoption Test - Account 95,INSTANCELEVEL,-4,Sandbox Instance 2,Tapecon Inc - Sandbox Instance 2,21,13,80,49,159,27,399,2987,5585
Adoption Test - Account 96,INSTANCELEVEL,-4,Sandbox Instance 2,TDA Industries Inc - Sandbox Instance 2,58,41,153,38,135,8,994,3101,15363
Adoption Test - Account 97,INSTANCELEVEL,-4,Sandbox Instance 2,TEAC Corp. of America - Sandbox Instance 2,13,40,183,9,158,40,65,6796,360
Adoption Test - Account 98,INSTANCELEVEL,-4,Sandbox Instance 2,Tech Fire & Safety Company - Sandbox Instance 2,37,35,55,122,249,43,297,3199,2440
Adoption Test - Account 99,INSTANCELEVEL,-4,Sandbox Instance 2,Teradyne - Sandbox Instance 2,61,14,88,68,111,7,297,1769,7347
Adoption Test - Account 100,INSTANCELEVEL,-4,Sandbox Instance 2,UBAF Arab American Bank - Sandbox Instance 2,42,43,94,103,136,39,798,7142,9031
Adoption Test - Account 101,INSTANCELEVEL,-4,Sandbox Instance 2,UniAmerica Inc - Sandbox Instance 2,93,26,154,8,225,52,17,1556,7643
Adoption Test - Account 102,INSTANCELEVEL,-4,Sandbox Instance 2,Union Flights - Sandbox Instance 2,26,25,169,130,164,12,38,7689,15277
Adoption Test - Account 103,INSTANCELEVEL,-4,Sandbox Instance 2,United Artists Theater Circuit - Sandbox Instance 2,27,50,118,118,222,3,291,8470,18374
Adoption Test - Account 104,INSTANCELEVEL,-4,Sandbox Instance 2,United Can Co. - Sandbox Instance 2,56,46,140,105,107,7,282,8454,13951
Adoption Test - Account 105,INSTANCELEVEL,-4,Sandbox Instance 2,Veritas Software - Sandbox Instance 2,41,34,81,16,226,32,517,87,11087
Adoption Test - Account 106,INSTANCELEVEL,-4,Sandbox Instance 2,Via Systems - Sandbox Instance 2,54,49,162,41,202,2,964,9265,5332
Adoption Test - Account 107,INSTANCELEVEL,-4,Sandbox Instance 2,Vicor - Sandbox Instance 2,6,49,106,95,154,41,682,6027,18496
Adoption Test - Account 108,INSTANCELEVEL,-4,Sandbox Instance 2,Volga Boats - Sandbox Instance 2,14,15,170,26,216,1,10,4879,19308
Adoption Test - Account 109,INSTANCELEVEL,-4,Sandbox Instance 2,Vyrex - Sandbox Instance 2,48,22,120,144,223,16,411,5610,3364
Adoption Test - Account 110,INSTANCELEVEL,-4,Sandbox Instance 2,Wallys World - Sandbox Instance 2,82,34,167,132,117,24,576,9496,5167
Adoption Test - Account 111,INSTANCELEVEL,-4,Sandbox Instance 2,Westend Dealers - Sandbox Instance 2,20,44,200,78,226,15,550,3424,14784
Adoption Test - Account 112,INSTANCELEVEL,-4,Sandbox Instance 2,Westinghouse Corporation - Sandbox Instance 2,100,15,129,105,240,12,962,9561,17944
Adoption Test - Account 113,INSTANCELEVEL,-4,Sandbox Instance 2,Wind & Rain - Sandbox Instance 2,95,27,149,129,137,37,916,8029,2834
Adoption Test - Account 114,INSTANCELEVEL,-4,Sandbox Instance 2,Wyse Corp. - Sandbox Instance 2,85,29,158,62,228,31,353,2406,3687
Adoption Test - Account 115,INSTANCELEVEL,-4,Sandbox Instance 2,Xerox - Sandbox Instance 2,32,16,89,17,155,42,678,6324,4653
Adoption Test - Account 116,INSTANCELEVEL,-4,Sandbox Instance 2,Yesterday Productions Corp. - Sandbox Instance 2,33,37,175,0,100,14,279,6733,16474
Adoption Test - Account 117,INSTANCELEVEL,-4,Sandbox Instance 2,Ziff-Davis Labs - Sandbox Instance 2,62,18,73,137,181,20,145,7747,3158
Adoption Test - Account 118,INSTANCELEVEL,-4,Sandbox Instance 2,Zoo Gift Shop - Sandbox Instance 2,28,39,168,135,102,23,578,1606,5688
Adoption Test - Account 1,INSTANCELEVEL,-3,Sandbox Instance 2,AAR Corp Hardware Abscoa Division - Sandbox Instance 2,57,21,91,122,225,48,35,7363,349
Adoption Test - Account 2,INSTANCELEVEL,-3,Sandbox Instance 2,Abacus Programming Corporation - Sandbox Instance 2,66,16,132,91,179,8,931,2449,4228
Adoption Test - Account 3,INSTANCELEVEL,-3,Sandbox Instance 2,Abberley Kooiman - Sandbox Instance 2,0,21,133,20,186,46,241,2432,5487
Adoption Test - Account 4,INSTANCELEVEL,-3,Sandbox Instance 2,Abbett Electric Corp - Sandbox Instance 2,88,37,128,55,250,60,623,9627,18598
Adoption Test - Account 5,INSTANCELEVEL,-3,Sandbox Instance 2,Abbey Press Inc - Sandbox Instance 2,82,16,173,0,233,52,613,8648,6960
Adoption Test - Account 6,INSTANCELEVEL,-3,Sandbox Instance 2,Bachman Information System Inc. - Sandbox Instance 2,46,16,103,49,234,26,121,5076,17336
Adoption Test - Account 7,INSTANCELEVEL,-3,Sandbox Instance 2,Back Stage Magazine - Sandbox Instance 2,5,40,162,69,209,59,899,4891,19804
Adoption Test - Account 8,INSTANCELEVEL,-3,Sandbox Instance 2,Baker & McKenzie - Sandbox Instance 2,2,38,174,41,149,53,963,9472,13047
Adoption Test - Account 9,INSTANCELEVEL,-3,Sandbox Instance 2,Balfour Maclaine International - Sandbox Instance 2,90,29,173,120,216,11,127,1118,252
Adoption Test - Account 10,INSTANCELEVEL,-3,Sandbox Instance 2,Ball & Socket Mfg Co - Sandbox Instance 2,39,23,116,13,128,18,773,1382,9869
Adoption Test - Account 11,INSTANCELEVEL,-3,Sandbox Instance 2,Caco-Pacific Corp. - Sandbox Instance 2,62,44,116,72,137,18,154,7612,5463
Adoption Test - Account 12,INSTANCELEVEL,-3,Sandbox Instance 2,CADAM Inc. - Sandbox Instance 2,36,30,147,82,218,27,173,5242,15404
Adoption Test - Account 13,INSTANCELEVEL,-3,Sandbox Instance 2,Cadbury Beverages Div Cadbury - Sandbox Instance 2,92,34,113,29,250,30,280,4869,19748
Adoption Test - Account 14,INSTANCELEVEL,-3,Sandbox Instance 2,Cahn Instruments Inc - Sandbox Instance 2,22,10,81,104,129,56,701,7387,9351
Adoption Test - Account 15,INSTANCELEVEL,-3,Sandbox Instance 2,Cal-Pac Roofing Inc - Sandbox Instance 2,48,26,152,106,109,44,956,2666,5632
Adoption Test - Account 16,INSTANCELEVEL,-3,Sandbox Instance 2,Dai-Ichi Kangyo Bank - Sandbox Instance 2,24,25,74,145,205,47,218,4976,11695
Adoption Test - Account 17,INSTANCELEVEL,-3,Sandbox Instance 2,Daisy of California - Sandbox Instance 2,11,36,176,40,142,57,832,1860,11614
Adoption Test - Account 18,INSTANCELEVEL,-3,Sandbox Instance 2,Daley Business Forms - Sandbox Instance 2,70,25,195,120,136,17,562,510,1139
Adoption Test - Account 19,INSTANCELEVEL,-3,Sandbox Instance 2,Dame Belts & Bag Co Inc - Sandbox Instance 2,29,30,166,141,244,60,972,6248,5030
Adoption Test - Account 20,INSTANCELEVEL,-3,Sandbox Instance 2,Dana Marketing Inc - Sandbox Instance 2,72,18,140,78,248,42,164,3057,7507
Adoption Test - Account 21,INSTANCELEVEL,-3,Sandbox Instance 2,East Bay Brass Foundry - Sandbox Instance 2,68,16,61,68,188,56,438,7195,9550
Adoption Test - Account 22,INSTANCELEVEL,-3,Sandbox Instance 2,East Coast Traders - Sandbox Instance 2,57,22,162,10,184,30,775,578,18205
Adoption Test - Account 23,INSTANCELEVEL,-3,Sandbox Instance 2,East/West Computers Inc - Sandbox Instance 2,92,34,63,7,241,5,31,120,10768
Adoption Test - Account 24,INSTANCELEVEL,-3,Sandbox Instance 2,Eastern Municipal Water Distri - Sandbox Instance 2,6,25,99,132,118,27,762,8104,4251
Adoption Test - Account 25,INSTANCELEVEL,-3,Sandbox Instance 2,Eastman Kodak Company Health Sciences Division - Sandbox Instance 2,40,11,60,83,153,60,917,2970,9309
Adoption Test - Account 26,INSTANCELEVEL,-3,Sandbox Instance 2,Facts on File Newsletter - Sandbox Instance 2,10,10,156,98,224,42,889,5497,13777
Adoption Test - Account 27,INSTANCELEVEL,-3,Sandbox Instance 2,Family Magazine - Sandbox Instance 2,56,47,80,53,221,36,734,8231,15492
Adoption Test - Account 28,INSTANCELEVEL,-3,Sandbox Instance 2,Fedder RP Corp - Sandbox Instance 2,88,42,57,139,103,31,755,2563,14966
Adoption Test - Account 29,INSTANCELEVEL,-3,Sandbox Instance 2,Fell David H & Company Inc - Sandbox Instance 2,43,26,68,34,148,43,919,355,14658
Adoption Test - Account 30,INSTANCELEVEL,-3,Sandbox Instance 2,Ferrara Foods & Confections - Sandbox Instance 2,98,37,143,67,212,17,548,3834,13389
Adoption Test - Account 31,INSTANCELEVEL,-3,Sandbox Instance 2,G Group - Sandbox Instance 2,90,28,79,72,123,27,118,83,1669
Adoption Test - Account 32,INSTANCELEVEL,-3,Sandbox Instance 2,G-L Veneer Co Inc. - Sandbox Instance 2,47,22,185,2,118,60,394,1544,7274
Adoption Test - Account 33,INSTANCELEVEL,-3,Sandbox Instance 2,Galbreath Co - Sandbox Instance 2,73,43,106,10,196,11,140,5449,2421
Adoption Test - Account 34,INSTANCELEVEL,-3,Sandbox Instance 2,Gallo Ernst & Julio Winery - Sandbox Instance 2,59,42,127,112,249,5,836,2357,13537
Adoption Test - Account 35,INSTANCELEVEL,-3,Sandbox Instance 2,Gamblers Anonymous - Sandbox Instance 2,60,30,117,17,129,53,418,5853,11215
Adoption Test - Account 36,INSTANCELEVEL,-3,Sandbox Instance 2,Halcyon Assoc - Sandbox Instance 2,12,48,147,110,227,57,490,8192,7136
Adoption Test - Account 37,INSTANCELEVEL,-3,Sandbox Instance 2,Hambro International Venture F - Sandbox Instance 2,60,37,177,85,153,25,209,2610,8758
Adoption Test - Account 38,INSTANCELEVEL,-3,Sandbox Instance 2,Hardy James G & Co - Sandbox Instance 2,78,24,110,55,150,37,647,8442,13080
Adoption Test - Account 39,INSTANCELEVEL,-3,Sandbox Instance 2,Harkavy Information Service - Sandbox Instance 2,48,27,81,10,204,49,932,8918,8337
Adoption Test - Account 40,INSTANCELEVEL,-3,Sandbox Instance 2,Harken Marketing Co - Sandbox Instance 2,46,12,142,75,140,14,799,592,18507
Adoption Test - Account 41,INSTANCELEVEL,-3,Sandbox Instance 2,IBIS Systems Inc. - Sandbox Instance 2,47,36,95,3,165,49,805,944,9953
Adoption Test - Account 42,INSTANCELEVEL,-3,Sandbox Instance 2,IBK Capital Inc - Sandbox Instance 2,7,28,63,43,152,1,589,3460,5979
Adoption Test - Account 43,INSTANCELEVEL,-3,Sandbox Instance 2,IBM Corp Data Systems Div - Sandbox Instance 2,59,46,175,113,151,10,622,2265,8418
Adoption Test - Account 44,INSTANCELEVEL,-3,Sandbox Instance 2,ICM Corp - Sandbox Instance 2,85,37,133,121,179,37,538,7721,16073
Adoption Test - Account 45,INSTANCELEVEL,-3,Sandbox Instance 2,ImageTek Corp - Sandbox Instance 2,96,20,130,126,162,4,253,4088,15343
Adoption Test - Account 46,INSTANCELEVEL,-3,Sandbox Instance 2,Jadow B & Sons Inc - Sandbox Instance 2,63,17,176,125,220,39,11,6603,9028
Adoption Test - Account 47,INSTANCELEVEL,-3,Sandbox Instance 2,Jaff Brothers Woodworks Inc - Sandbox Instance 2,78,27,77,27,124,9,293,6260,14954
Adoption Test - Account 48,INSTANCELEVEL,-3,Sandbox Instance 2,Jandel Scientific Inc. - Sandbox Instance 2,34,15,50,124,241,24,185,1850,11507
Adoption Test - Account 49,INSTANCELEVEL,-3,Sandbox Instance 2,Japanese American Citizens Lea - Sandbox Instance 2,98,43,66,145,117,11,217,9930,16634
Adoption Test - Account 50,INSTANCELEVEL,-3,Sandbox Instance 2,K & S Contractors Supply Co - Sandbox Instance 2,24,48,84,44,151,25,666,876,5002
Adoption Test - Account 51,INSTANCELEVEL,-3,Sandbox Instance 2,Kahlert Assoc Inc - Sandbox Instance 2,100,16,155,138,119,50,894,253,4861
Adoption Test - Account 52,INSTANCELEVEL,-3,Sandbox Instance 2,Kaiser Steel Resources Inc - Sandbox Instance 2,19,17,52,28,178,1,105,3891,13280
Adoption Test - Account 53,INSTANCELEVEL,-3,Sandbox Instance 2,Karabelas Furs Inc - Sandbox Instance 2,48,44,158,58,231,11,453,6504,13829
Adoption Test - Account 54,INSTANCELEVEL,-3,Sandbox Instance 2,Karpen & Steel Products Inc - Sandbox Instance 2,49,10,160,54,120,38,279,6244,7156
Adoption Test - Account 55,INSTANCELEVEL,-3,Sandbox Instance 2,La Costa Hotel & Spa - Sandbox Instance 2,1,44,64,87,105,9,52,2382,4056
Adoption Test - Account 56,INSTANCELEVEL,-3,Sandbox Instance 2,Lafferty RF & Co Inc - Sandbox Instance 2,76,49,160,46,231,59,679,6773,6226
Adoption Test - Account 57,INSTANCELEVEL,-3,Sandbox Instance 2,Lake County - Sandbox Instance 2,14,49,73,2,216,14,272,5383,9187
Adoption Test - Account 58,INSTANCELEVEL,-3,Sandbox Instance 2,Lakeland Village - Sandbox Instance 2,64,18,188,21,188,14,106,9506,18389
Adoption Test - Account 59,INSTANCELEVEL,-3,Sandbox Instance 2,Lexidata Corporation - Sandbox Instance 2,87,33,182,47,139,40,436,1903,14780
